"name","new_2015","nest_site","nest_area","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","site_name","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"","","603A","603","Yes",2013,2013,2013,2009,"","","interior","Aroostook","ME","G","","dominant","",460145.939074,5223132.61274,-69.5257961461173,47.1604853954612
"","","603B","603","Yes",2013,2013,2013,2009,"","","interior","Aroostook","ME","G","","supercanopy","",460326.224414,5221858.06029,-69.5233051346015,47.1490276810584
"","","605A","605","Yes",2013,2013,2013,2009,"Scrub Island","","coastal","Washington","ME","C","","dominant","",654563.83271,4967687.44101,-67.044150563384,44.845851485159
"","","606B","606","Yes",2013,2013,2013,2011,"Dyer Island","","coastal","Washington","ME","C","","dominant","",601480.382677,4929770.30747,-67.7231748596059,44.5141191265941
"","","607A","607","Yes",2014,2014,2014,2009,"Eastern River shoreline / James Eddy Road vicinity","","coastal","Lincoln","ME","B","","dominant","",438868.799478,4879680.73895,-69.7633489241932,44.0677479646072
"","","608A","608","Yes",2013,2013,2013,2007,"Big Peabody Island","","coastal","Washington","ME","C","","dominant","",616932.765,4928175.334,-67.5291737867273,44.4974261871637
"","","609A","609","Yes",2013,2013,2013,2008,"Sawyer Island","","coastal","Washington","ME","C","","dominant","",606061.188318,4931713.68327,-67.6651550390636,44.5309511827316
"","","609B","609","Yes",2013,2013,2013,2013,"Sawyer Island","","coastal","Washington","ME","C","","dominant","",606069.7125,4931688.0221,-67.6650530625984,44.5307189727536
"","","610A","610","Yes",2014,2014,2014,2009,"","","coastal","Waldo","ME","B","","dominant","",497349.111,4921943.659,-69.033317447634,44.4507903861966
"","","611B","611","Yes",2013,2013,2013,2013,"Birch Island","","interior","Washington","ME","C","","dominant","",575424.9691,5010550.4938,-68.0389211311526,45.2444048171917
"","","613A","613","Yes",2013,2013,2013,2009,"Quakish Lake","","interior","Penobscot","ME","F","","dominant","",519691.782,5054269.927,-68.7473163914382,45.6416975032907
"","","614A","614","Yes",2014,2014,2014,2009,"","","interior","Waldo","ME","B","","dominant","",503044.161,4940765.206,-68.9616286408885,44.6202328321778
"","","615A","615","Yes",2013,2013,2013,2009,"","","interior","Aroostook","ME","G","","dominant","",550432.325633,5217642.29683,-68.3352689736282,47.1103583294477
"","","616A","616","Yes",2013,2013,2013,2009,"Pelletier Island","","interior","Aroostook","ME","G","","dominant","",554967.499377,5232661.79365,-68.2736564504576,47.2451376968895
"","","617A","617","Yes",2014,2014,2014,2009,"Stillwater Dam islet","","interior","Penobscot","ME","F","","dominant","",525287.6967,4973332.16726,-68.6796370596287,44.9129673775535
"","","618B","618","Yes",2014,2014,2014,2010,"","","coastal","Lincoln","ME","B","","supercanopy","",439245.514136,4885843.93661,-69.7593550106985,44.1232638968991
"Crooked","No","619A","619","Yes",2015,2015,2013,2009,"Crooked Pond shoreline","","interior","Penobscot","ME","F","","dominant","",542920,5022431,-68.45205021,45.35407601
"Madagascal","No","620B","620","Yes",2015,2015,2013,2013,"Madagascal Pond","","interior","Penobscot","ME","F","","dominant","",550435,5015512,-68.35681865,45.2912986
"","","621A","621","Yes",2014,2014,2014,2006,"Hoe Island","","interior","Lincoln","ME","B","","dominant","",458589.441937,4882896.80096,-69.5173606725864,44.0980820777138
"","","622A","622","Yes",2013,2013,2013,2009,"","","interior","Aroostook","ME","G","","dominant","",544975.318365,5165203.36138,-68.4123655128337,46.6388822517633
"","","623A","623","Yes",2013,2013,2013,2009,"","","coastal","Washington","ME","C","","dominant","",599119.929314,4934063.43026,-67.7520419020814,44.5530876173789
"","","624A","624","Yes",2013,2013,2011,2009,"","","interior","Washington","ME","C","","dominant","",588135,4950268,-67.8875362507685,44.7003694275142
"","","625A","625","Yes",2014,2014,2014,2009,"Riverside Cemetary","","coastal","Cumberland","ME","A","","dominant","",421255.829,4862891.816,-69.9807624162995,43.9149297485719
"","","626A","626","Yes",2014,2014,2014,2009,"","","interior","Androscoggin","ME","A","","dominant","",402074.383277,4884095.85407,-70.223537792376,44.1034968546313
"","","627A","627","Yes",2013,2013,2013,2009,"Penobscot River shoreline","","interior","Penobscot","ME","F","","dominant","",545123.969678,5033174.49418,-68.4229303923779,45.4506379725993
"","","628B","628","Yes",2013,2013,2013,2013,"Penobscot River shoreline","","interior","Penobscot","ME","F","","dominant","",537958.725,5049174.3377,-68.513319638661,45.5950751293552
"Eskutassis","No","629A","629","Yes",2015,2015,2015,2009,"","","interior","Penobscot","ME","F","","dominant","",542758,5011724,-68.45504255,45.25771184
"","","630C","630","Yes",2014,2014,2013,2012,"","","interior","Kennebec","ME","B","","dominant","",416853.599566,4897700.44007,-70.0410626111137,44.2277903610647
"","","631A","631","Yes",2013,2013,2013,2009,"Julius Darling Point shoreline","","coastal","Hancock","ME","C","","dominant","",559573.159,4936476.816,-68.249615097446,44.5791676989455
"","","632B","632","Yes",2013,2013,2013,2011,"Harmon Beach area","","interior","Cumberland","ME","A","","dominant","",375797.637819,4852054.42361,-70.5442594952432,43.8111276404104
"","","633C","633","Yes",2013,2013,2013,2013,"Harbor Island","","coastal","Hancock","ME","C","","dominant","",550837.9085,4885922.6578,-68.3645739040501,44.1247291666119
"","","634A","634","Yes",2014,2014,2014,2010,"Hunts Hill shoreline","","coastal","Kennebec","ME","B","","dominant","",438536.283665,4901215.80003,-69.7700185624404,44.2615881890122
"","","635A","635","Yes",2013,2013,2013,2010,"West River Road shoreline, North Sidney","","coastal","Kennebec","ME","B","","dominant","",445841.444756,4926884.36225,-69.6811800001236,44.4932439338338
"","","636A","636","Yes",2013,2013,2013,2008,"","","coastal","Hancock","ME","C","","dominant","",577794.842,4925585.986,-68.0217662102202,44.4793969919733
"","","637A","637","Yes",2013,2013,2013,2010,"Little Iron Island","","coastal","Cumberland","ME","A","","dominant","",420799.627822,4853870.32018,-69.9851047029655,43.8336659668934
"","","638A","638","Yes",2013,2013,2013,2010,"","","interior","Kennebec","ME","B","","dominant","",458450.515759,4903767.54383,-69.5207482037144,44.2859700517736
"","","639B","639","Yes",2013,2013,2013,2011,"Merry Island","","coastal","Lincoln","ME","B","","dominant","",453732.283512,4867306.76921,-69.5766779881571,43.9574339973465
"","","640A","640","Yes",2013,2013,2013,2010,"Dram Island","","coastal","Hancock","ME","C","","dominant","",564472.053553,4924188.01024,-68.1894498614015,44.468124538435
"","","641A","641","Yes",2013,2013,2013,2010,"Carlton Pond island","","interior","Waldo","ME","B","","dominant","",478663.05808,4951027.27712,-69.2693761818739,44.7123054318242
"","","642A","642","Yes",2013,2013,2013,2010,"Upper Shin Pond shoreline","","interior","Penobscot","ME","F","","dominant","Nest tree leader is dead above nest level.",535071.964757,5107136.07683,-68.5461059436466,46.1168993879098
"","","643A","643","Yes",2013,2013,2013,2010,"Kennebec River shoreline","","interior","Somerset","ME","D","","dominant","",449115.420068,4951463.66248,-69.6424382159539,44.7147446807203
"","","644A","644","Yes",2013,2013,2013,2010,"Clapboard Island","","coastal","Cumberland","ME","A","","dominant","",404410.911429,4841747.46139,-70.1867495290569,43.7225982252989
"","","646A","646","Yes",2014,2014,2014,2010,"","","coastal","Hancock","ME","C","","dominant","",549771.32599,4909400.18565,-68.3756739916237,44.3361615975705
"","","647B","647","Yes",2013,2013,2013,2013,"","","interior","Aroostook","ME","G","","dominant","",571870.3561,5177287.6193,-68.0591153587483,46.7452726328977
"","","648A","648","Yes",2013,2013,2013,2010,"Pine Island","","interior","Piscataquis","ME","E","","dominant","",484563.702946,5012155.25266,-69.1967553313112,45.2627244041626
"","","649B","649","Yes",2013,2013,2013,2013,"Beaver Island","","interior","Oxford","ME","D","","dominant","",348648.7049,4973383.7364,-70.9169220921126,44.8977903771006
"","","650B","650","Yes",2014,2014,2014,2012,"Sunset Point vicinity","","interior","Piscataquis","ME","E","","dominant","",457120.178709,5080295.598,-69.5525279444434,45.8748910555823
"","","651A","651","Yes",2013,2013,2013,2010,"Second Inlet shoreline","","interior","Piscataquis","ME","E","","dominant","",472568.907793,5056510.98468,-69.3521186666651,45.6616058333373
"","","652A","652","Yes",2013,2013,2012,2011,"The Nub","A traditional osprey nest taken over by eagles but since reverted back to ospreys.","coastal","Hancock","ME","C","","dominant","",535101.839611,4914023.56866,-68.5593680555532,44.3786419444636
"","","653A","653","Yes",2013,2013,2011,2011,"Blacksmithshop Ledge","","coastal","Sagadahoc","ME","B","","","",441180.537347,4855761.89254,-69.7318363724648,43.8525997670826
"","","656A","656","Yes",2013,2013,2013,2011,"Merepoint Neck","","coastal","Cumberland","ME","A","","","",420472.834785,4857029.82764,-69.9896390000038,43.8620740277535
"","","657A","657","Yes",2013,2013,2013,2011,"","","interior","Oxford","ME","D","","dominant","",390703.995415,4927467.08696,-70.3746467406548,44.4922483641159
"Hebron","No","659A","659","Yes",2015,2015,2015,2011,"","","interior","Piscataquis","ME","E","","","",458034,5014408,-69.53509069,45.28191853
"","","660A","660","Yes",2013,2013,2013,2011,"","","coastal","Knox","ME","B","","","",493793,4890357,-69.0776363070819,44.1663934968062
"","","661A","661","Yes",2013,2013,2013,2011,"","","coastal","Sagadahoc","ME","A","","dominant","",431593.180366,4850360.8893,-69.8504202617009,43.8031495823585
"","","662A","662","Yes",2013,2013,2013,2011,"Mark Island","","coastal","Cumberland","ME","A","","dominant","",427615.74222,4841309.55805,-69.8986405077975,43.7212838747072
"","","663A","663","Yes",2013,2013,2013,2011,"","","interior","Hancock","ME","C","","dominant","",560812.023937,4970377.90412,-68.2299728504367,44.8842261737092
"","","664B","664","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",627512.9895,4967738.8662,-67.3862887236142,44.8516630059423
"","","665A","665","Yes",2013,2013,2013,2011,"Tommy Island","","coastal","Washington","ME","C","","dominant","",594184.491931,4926348.65669,-67.8155751238042,44.484310811067
"","","666C","666","Yes",2014,2014,2014,2013,"","","interior","Penobscot","ME","F","","dominant","",534716.2653,5022850.3865,-68.5567524183561,45.3583053779495
"Norway","No","667A","667","Yes",2015,2015,2015,2011,"","","interior","Oxford","ME","A","","dominant","",371811,4900893,-70.60563404,44.24999181
"","","668A","668","Yes",2013,2013,2013,2011,"","","interior","Hancock","ME","F","","dominant","",568673.877323,4982569.2903,-68.128775644157,44.9932460839877
"","","669B","669","Yes",2013,2013,2013,2013,"Placentia Island","","coastal","Hancock","ME","C","","dominant","",551275.0703,4893130.9073,-68.3584073221675,44.1895923274077
"","","670A","670","Yes",2013,2013,2013,2011,"","","interior","Piscataquis","ME","F","","supercanopy","",508328.839414,5011586.23869,-68.8938476205456,45.2577225598177
"","","671A","671","Yes",2013,2013,2011,2011,"","","interior","Kennebec","ME","B","","dominant","",421774.761781,4916763.69899,-69.9823134255703,44.3999368134909
"","","672A","672","Yes",2013,2013,2013,2011,"","","coastal","Hancock","ME","C","","dominant","",535689.233408,4904772.00255,-68.5526284761301,44.2953241768038
"","","673A","673","Yes",2014,2014,2014,2011,"Green Island","","interior","Kennebec","ME","B","","dominant","",427053.921961,4927800.84597,-69.9175834398939,44.4998401266439
"","","674A","674","Yes",2013,2013,2013,2011,"","","interior","Aroostook","ME","G","","dominant","",562198.882,5241873.3754,-68.1768252104684,47.3273723203586
"","","675A","675","Yes",2013,2013,2013,2012,"","","interior","Somerset","ME","D","","dominant","",438798.879276,4964171.04645,-69.7742045730321,44.8283228710135
"","","676A","676","Yes",2013,2013,2013,2012,"Pitcher Pond shoreline -","","coastal","Waldo","ME","B","","dominant","",496468.726845,4909768.22428,-69.0442996944425,44.3411726388397
"","","677A","677","Yes",2013,2013,2013,2012,"Mere Point shoreline -","","coastal","Cumberland","ME","A","","dominant","",418866.380532,4854517.32121,-70.0092452222278,43.8392807222021
"","","678A","678","Yes",2013,2013,2013,2012,"Sprague Neck","","coastal","Washington","ME","C","","dominant","",632592.358281,4946904.07403,-67.3274535149541,44.663255792011
"","","679A","679","Yes",2013,2013,2013,2012,"","","interior","Aroostook","ME","G","","dominant","",576380.844678,5162424.68986,-68.0025397874949,46.6110367552217
"","","680A","680","Yes",2014,2014,2014,2012,"","","interior","Kennebec","ME","B","","dominant","",450876.404754,4931770.00306,-69.6183214982574,44.5375854133976
"","","681B","681","Yes",2013,2013,2013,2013,"Hope Island","","coastal","Cumberland","ME","A","","dominant","",410302.8676,4840252.6911,-70.1133650869653,43.7098779493245
"","","682A","682","Yes",2013,2013,2013,2012,"","","interior","Washington","ME","F","","dominant","",590537.610367,5020151.2609,-67.8446361388847,45.3290257222006
"","","683A","683","Yes",2013,2013,2013,2012,"Birch Island","","interior","Oxford","ME","D","","dominant","",354610.032922,4984222.45336,-70.8445811111148,44.9965521944092
"","","684A","684","Yes",2014,2014,2013,2013,"","","coastal","Penobscot","ME","B","","dominant","",513196,4953887,-68.8333277016202,44.7382457534081
"","","685A","685","Yes",2013,2013,2013,2012,"Sennebec Pond shoreline - Lodge Lane area","","interior","Knox","ME","B","","dominant","",478251.143687,4900351.86657,-69.2724448333312,44.256080527763
"","","686A","686","Yes",2014,2014,2014,2012,"Loon Island","","interior","Cumberland","ME","A","","dominant","",366040.786022,4881422.53888,-70.6729187777733,44.0737308055818
"","","689A","689","Yes",2014,2014,2014,2012,"","","interior","Kennebec","ME","B","","dominant","",428326.037763,4886435.42327,-69.8958999999944,44.1276000000133
"","","690B","690","Yes",2014,2014,2014,2013,"","","interior","Penobscot","ME","B","","dominant","",517720.8297,4961585.9873,-68.7759092828063,44.8074560106481
"","","691A","691","Yes",2013,2013,2013,2012,"","","interior","Somerset","ME","D","","dominant","",395254.851805,5007845.12288,-70.3340247777769,45.2163045555082
"","","692A","692","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",536957.7691,4945771.026,-68.533797715135,44.6643526122618
"","","693A","693","Yes",2014,2014,2014,2012,"The Rim vicinity","","coastal","Washington","ME","C","","dominant","",626983.812377,4954310.10521,-67.3963337062542,44.7309157888877
"","","694A","694","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",647396.5169,4971005.5072,-67.1338319973916,44.8772222948125
"","","695C","695","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",643977.4983,4974503.5609,-67.1761026862442,44.9093951584406
"","","696A","696","Yes",2013,2013,2013,2013,"Newbury Neck Road shoreline","","coastal","Hancock","ME","C","","dominant","",542814.6093,4922768.1381,-68.4618322299225,44.4569500021154
"","","697A","697","Yes",2014,2014,2014,2013,"Middle Douglas Island","","coastal","Washington","ME","C","","dominant","",591552.2595,4922355.497,-67.8493766073634,44.448707016817
"Davis","No","698A","698","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","F","","dominant","",467584,5010045,-69.41304379,45.24315341
"","","698A","698","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","F","","dominant","",467583.8181,5010045.2108,-69.4130437913199,45.2431534083756
"","","699A","699","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",568149.9927,4939681.4081,-68.1411676557027,44.6072531780903
"","","700A","700","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",577926.01,4964943.3401,-68.0141321601446,44.8336440661068
"","","701A","701","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",554935.4254,4979117.8335,-68.3034289111795,44.9633750824612
"","","702A","702","Yes",2013,2013,2013,2012,"Bottle Island","","interior","Penobscot","ME","F","","dominant","",577136.835825,5015762.19147,-68.0163014722257,45.2911253889038
"","","703A","703","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",622960.1355,5006156.1794,-67.4344883028383,45.1981622971102
"","","704A","704","Yes",2013,2013,2013,2013,"","","interior","Somerset","ME","E","","dominant","",432809.8711,5021757.9945,-69.8576808567949,45.3461121056503
"","","705A","705","Yes",2013,2013,2013,2013,"","","interior","Lincoln","ME","B","","dominant","",464671.0831,4882567.1925,-69.4413603540596,44.0954333779872
"","","706D","706","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",642791.119,4972447.5708,-67.1917042783254,44.8911351855151
"","","707B","707","Yes",2013,2013,2013,2013,"Rodgers Island","","coastal","Washington","ME","C","","dominant","",657006.0179,4970788.4995,-67.0123055521938,44.8732175500919
"","","709A","709","Yes",2013,2013,2013,2013,"","","coastal","Washington","ME","C","","dominant","",648376.9292,4976121.103,-67.1199258834659,44.9230450440022
"","","710A","710","Yes",2013,2013,2013,2013,"Hickey Island","","coastal","Washington","ME","C","","dominant","",624800.1241,4939432.7984,-67.4275251070564,44.5974179518518
"","","711A","711","Yes",2013,2013,2013,2013,"","","interior","Oxford","ME","A","","supercanopy","",350894.5667,4883235.6328,-70.8624868540797,44.0871206248704
"","","713A","713","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","E","","dominant","",449210.1232,5111772.6895,-69.6577972078824,46.1576380526243
"","","714A","714","Yes",2014,2014,2013,2013,"","","interior","Piscataquis","ME","E","","dominant","",462227.5409,5122644.7131,-69.4900808483429,46.2563286640661
"","","715A","715","Yes",2013,2013,2013,2013,"","","interior","Aroostook","ME","G","","dominant","",560768.8542,5150066.1152,-68.2080145655762,46.5014226702564
"","","716A","716","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","E","","dominant","",485919.4462,5088316.4939,-69.1816741769883,45.9482744051953
"","","717A","717","Yes",2013,2013,2013,2013,"","","interior","Hancock","ME","C","","dominant","",577882.1246,4982337.2912,-68.0120083641098,44.9902071071944
"","","718A","718","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",612902.3812,4973064.3586,-67.5699418842173,44.9020515397239
"","","719A","719","Yes",2013,2013,2013,2013,"","","interior","Kennebec","ME","B","","dominant","",413188.6654,4909089.4068,-70.0888344418337,44.3298801262674
"","","720A","720","Yes",2013,2013,2013,2013,"","","interior","Franklin","ME","F","","dominant","",363321.382,4967453.4895,-70.7295768556911,44.847397589235
"","","721A","721","Yes",2013,2013,2013,2013,"","","interior","Penobscot","ME","F","","dominant","",526800.7231,4992260.248,-68.6594615224253,45.0832982545422
"Onawa","No","722A","722","Yes",2015,2015,2015,2013,"","","interior","Piscataquis","ME","F","","dominant","",469415,5026664,-69.39073839,45.39282469
"","","723A","723","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","F","","dominant","",495036.1484,5005939.5603,-69.0632087432477,45.2069254881407
"","","724A","724","Yes",2013,2013,2013,2013,"","","interior","Penobscot","ME","F","","dominant","",518879.7609,5014148.6107,-68.7592778357226,45.2805834087278
"","","725A","725","Yes",2013,2013,2013,2013,"","","interior","Franklin","ME","F","","supercanopy","",409173.9538,4963076.731,-70.1487063010693,44.8153185489142
"","","726A","726","Yes",2014,2014,2013,2013,"","","interior","Hancock","ME","C","","dominant","",524976.9216,4945508.8848,-68.6849395884194,44.6625096544234
"","","727A","727","Yes",2013,2013,2013,2013,"Little Gott Island","","coastal","Hancock","ME","C","","dominant","",552994.6057,4893271.1866,-68.3368784332572,44.1907323463205
"","","728A","728","Yes",2014,2014,2014,2013,"","","interior","Penobscot","ME","B","","dominant","",478589.4423,4976622.6252,-69.2713845634878,44.9427151036736
"","","729A","729","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","F","","dominant","",591889.2927,5042764.9028,-67.8231684713535,45.5323580442343
"","","730A","730","Yes",2013,2013,2013,2013,"Brandy Pond inlet","","interior","Piscataquis","ME","E","","dominant","",465796.3041,5102030.3774,-69.4422899517779,46.0709925320766
"Sheepscot","Yes","731R01","731","Yes",2015,2015,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,466486,4912166,-69.420584,44.361993
"","","732A","732","Yes",2013,2013,2013,2013,"crawford","","interior","Waldo","ME","B","","dominant","",476451.6721,4913189.46,-69.2955658031239,44.3716000293024
"","","733A","733","Yes",2013,2013,2013,2013,"thompson","","interior","Oxford","ME","A","","dominant","",380175.3343,4877722.8446,-70.4956272288666,44.0428803124115
"","","735A","735","Yes",2013,2013,2013,2013,"East Branch of Penobscot River - mouth of Seboeis River","","interior","Penobscot","ME","F","","dominant","",528212.7573,5086550.2316,-68.6360920403224,45.9319422623241
"","","736A","736","Yes",2013,2013,2013,2013,"ARGYLE UPLAND","","interior","Penobscot","ME","F","","dominant","DEAD LEADER ABOVE NEST",525339.8584,4989947.0314,-68.6781403300943,45.0625292824436
"","","738A","738","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",589101.7592,4999601.8184,-67.8666384130844,45.1442690686732
"","","739A","739","Yes",2013,2013,2013,2013,"","","interior","Aroostook","ME","G","","dominant","",521043.3056,5175514.733,-68.7245772711522,46.7328545749971
"","","740A","740","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","G","","supercanopy","",469259.905,5128183.9726,-69.3992034652292,46.3065349218035
"","","741A","741","Yes",2013,2013,2013,2013,"","","interior","Piscataquis","ME","G","","dominant","",453255.3176,5149558.1001,-69.6091729146133,46.497970495393
"","","742A","742","Yes",2013,2013,2013,2013,"","","interior","Aroostook","ME","F","","","",559061.5767,5087912.5982,-68.238040680861,45.9422433554117
"","","743B","743","Yes",2013,2013,2013,2013,"","","interior","Washington","ME","C","","dominant","",607501.3053,5006142.3532,-67.6312506033222,45.200565938503
"","","744A","744","Yes",2013,2013,2013,2013,"","","coastal","Hancock","ME","C","","dominant","",559225.5744,4926107.1258,-68.2551836766221,44.4858494244775
"","","745A","745","Yes",2014,2014,2014,2014,"Tappen Island","","coastal","Lincoln","ME","B","","dominant","",458046.3007,4877519.5406,-69.5237189671239,44.0496395887874
