PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
554B,Yes,554,Camp Island,2013,2013,2013,2011,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,554B,5,A,ER,529314,4888170
555A,No,555,,2013,2009,2009,2008,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,555A,10.5,A,IO,451403,4935000
555B,No,555,,2013,2010,2010,2009,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,555B,7,A,IO,449145,4933537
555C,Yes,555,,2013,2013,2013,2011,,interior,Kennebec,B,eastern white pine,dead - top intact,dominant,,555C,12.5,A,ER,449138,4933533
556A,Yes,556,Haddock Island,2014,2014,2014,2008,,coastal,Lincoln,B,yellow birch,alive - top intact,dominant,,556A,10,A,ER,464690,4859579
557A,Yes,557,,2013,2013,2013,2008,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,557A,10,A,ER,513550,4966938
558A,Yes,558,,2013,2013,2013,2008,,interior,Lincoln,B,eastern white pine,alive - top intact,dominant,,558A,2,A,ER,450386,4884277
559A,Yes,559,,2013,2013,2013,2008,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,559A,2.5,A,ER,437773,4952092
560A,Yes,560,,2013,2013,2013,2008,,interior,Somerset,E,eastern white pine,alive - top intact,dominant,,560A,10,A,ER,389946,5048537
561A,No,561,,2013,2008,2008,2008,,interior,Cumberland,A,eastern white pine,alive - top intact,dominant,,561A,10,A,IO,396122,4826305
562A,No,562,,2013,2008,2008,2008,,interior,Androscoggin,A,transmission line pole,,,,562A,5,A,IO,405746,4875206
562B,Yes,562,,2014,2014,2014,2009,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,562B,7,A,ER,406134,4874788
563A,No,563,Berry Island,2013,2009,2009,2008,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,563A,8.5,A,IO,445580,4868615
563B,Yes,563,Berry Island,2013,2013,2013,2010,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,563B,5,A,ER,445597,4868636
564A,No,564,French House Island,2013,1987,1987,1986,,coastal,Washington,C,red spruce,alive - top broken,dominant,,564A,12,A,IO,611012,4930750
564B,No,564,French House Island,2013,1993,1992,1988,,coastal,Washington,C,red spruce,alive - top intact,dominant,,564B,12,A,IO,611113,4930750
564C,No,564,French House Island,2013,2010,2010,2008,,coastal,Washington,C,red spruce,dead - top broken,dominant,,564C,2,A,IO,611023,4930791
564D,Yes,564,French House Island,2013,2013,2013,2011,,coastal,Washington,C,red spruce,alive - top intact,dominant,,564D,12.5,A,ER,611251,4930815
565A,Yes,565,,2014,2014,2014,2008,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,565A,8.5,A,ER,515366,4929788
566A,Yes,566,,2013,2013,2013,2008,,interior,Franklin,D,eastern white pine,alive - top broken,dominant,,566A,8.5,A,ER,358323,4980659
566B,Yes,566,,2013,2013,2010,2010,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,566B,12,A,ER,358904,4981502
567A,Yes,567,,2013,2013,2013,2008,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,567A,10,A,ER,341342,4962178
568A,Yes,568,Patrick Street shoreline,2014,2014,2013,2008,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,568A,2,A,ER,439802,4911065
568B,Yes,0,,2014,2014,2014,2014,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,568B,NA,NA,NA,NA,NA
569A,No,569,,2013,2011,2010,2008,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,569A,10,A,IO,652119,4976325
569B,No,569,Pattangalal Cove upland,2013,2006,1999,1983,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,569B,12,A,IO,651032,4977613
570A,Yes,570,,2013,2013,2013,2008,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,570A,8.5,A,ER,651520,4970999
571A,Yes,571,,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,dominant,,571A,8.5,A,ER,658752,4963329
572A,No,572,Western Ear,2013,2010,2008,2008,,coastal,Knox,C,red spruce,alive - top intact,dominant,"Treetop broke off above nest level in spring, 2009.",572A,4,A,IO,527626,4872372
572B,Yes,572,Western Ear,2013,2013,2011,2009,,coastal,Knox,C,red spruce,alive - top intact,dominant,,572B,2,A,ER,527722,4872395
573A,Yes,573,Newbury Neck Road shoreline,2013,2013,2013,2008,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,573A,10,A,ER,540970,4926332
573B,No,573,Newbury Neck Road shoreline,2013,2011,2011,2011,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,573B,12.5,A,IO,540748,4926446
574A,Yes,574,Black Island,2013,2013,2013,2008,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,574A,8.5,A,ER,552734,4891152
574B,No,574,Little Black Island,2013,1980,1978,1977,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,574B,12,A,IO,551984,4890850
575A,No,575,Enchanted Island,2013,2011,2011,2008,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,575A,4,A,IO,533485,4887441
575B,Yes,575,Enchanted Island,2014,2014,2014,2013,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,575B,12.5,A,ER,533472,4887423
576A,Yes,576,Cross Island - Northwest Head,2013,2013,2013,2008,,coastal,Washington,C,red spruce,dead - top broken,dominant,,576A,10,A,ER,633267,4941286
576B,No,576,Cross Island upland,2013,2000,1994,1981,,coastal,Washington,C,red spruce,alive - top broken,dominant,,576B,12,A,IO,634609,4940520
577A,Yes,577,Head Harbor Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,dominant,,577A,10,A,ER,616901,4929812
578A,Yes,578,Segochet Lane shoreline,2013,2013,2013,2008,,coastal,Knox,B,eastern white pine,alive - top intact,dominant,,578A,8.5,A,ER,484633,4878355
579A,Yes,579,Witch Island,2013,2013,2011,2008,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,579A,7,A,ER,455915,4857547
579B,Yes,579,Witch Island,2013,2013,2013,2012,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,579B,12.5,A,ER,455801,4857556
580A,No,580,Horseshoe Pond island,2014,2010,2010,2008,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,580A,10,A,IO,428278,4894271
580B,Yes,580,Horseshoe Pond island,2014,2014,2014,2012,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,580B,5,A,ER,428325,4893912
581A,Yes,581,,2013,2013,2013,2008,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,581A,10,A,ER,600557,4981321
582A,No,582,Babbidge Island,2013,2012,2010,2008,,coastal,Knox,B,red spruce,alive - top broken,dominant,,582A,10,A,IO,517306,4887661
582B,Yes,582,Babbidge Island,2013,2013,2013,2011,,coastal,Knox,B,red spruce,alive - top broken,co-dominant,,582B,12.5,A,ER,517381,4887705
583A,Yes,583,,2014,2014,2013,2008,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,583A,8.5,A,ER,490994,4970742
583B,Yes,0,,2014,2014,2014,2014,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,583B,NA,NA,NA,NA,NA
584A,Yes,584,,2013,2013,2012,2008,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,584A,10,A,ER,529709,5002810
585A,Yes,585,,2013,2013,2013,2008,,interior,Aroostook,G,eastern white pine,alive - top intact,,,585A,10,A,ER,479229,5178176
586A,Yes,586,,2013,2013,2013,2008,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,586A,8.5,A,ER,380176,4932193
587A,No,587,,2013,2010,2009,2008,,interior,Kennebec,B,eastern white pine,alive - top broken,dominant,,587A,8.5,A,IO,423824,4910408
587B,No,587,,2013,2010,2010,2010,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,587B,5,A,IO,425140,4911163
587C,Yes,587,,2013,2013,2013,2011,,interior,Kennebec,B,eastern white pine,dead - top intact,dominant,,587C,12.5,A,ER,423926,4910637
588A,Yes,588,Snow Island,2014,2014,2011,2008,,coastal,Cumberland,A,eastern white pine,alive - top intact,supercanopy,,588A,5,A,ER,426915,4851833
588B,Yes,588,Snow Island,2014,2014,2014,2012,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,588B,12.5,A,ER,426725,4851609
589A,No,589,Lower Mark Island,2013,2009,2009,2008,,coastal,Lincoln,B,red spruce,alive - top intact,dominant,,589A,8.5,A,IO,445650,4849174
589B,Yes,589,Lower Mark Island,2013,2013,2013,2010,,coastal,Lincoln,B,red spruce,alive - top broken,co-dominant,,589B,10,A,ER,445630,4849163
590A,No,590,,2013,2010,2010,2008,,interior,Piscataquis,F,eastern white pine,alive - top intact,supercanopy,,590A,10,A,IO,498925,5030479
590B,Yes,590,,2013,2013,2013,2013,,interior,Piscataquis,F,eastern white pine,alive - top intact,dominant,,590B,12.5,A,ER,498926,5030587
591A,No,591,Brown Island,2014,2011,2011,2008,,interior,Kennebec,B,eastern white pine,alive - top intact,supercanopy,,591A,8.5,A,IO,441440,4931150
591B,Yes,591,Brown Island,2014,2014,2014,2013,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,591B,12.5,A,ER,441409,4931134
592A,Yes,592,,2013,2013,2013,2008,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,592A,7.5,A,ER,573458,4922774
593A,Yes,593,,2013,2013,2013,2008,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,593A,8.5,A,ER,601602,5004446
594A,Yes,594,,2013,2013,2010,2008,,interior,Piscataquis,G,eastern white pine,alive - top intact,,,594A,11,A,ER,500675,5134840
595A,Yes,595,,2013,2013,2010,2008,,interior,Aroostook,G,eastern white pine,alive - top intact,,,595A,8.5,A,ER,523187,5145408
596A,No,596,Heron Island,2013,2008,2008,2008,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,596A,10,A,IO,570968,4913670
597A,No,597,Swan Island,2014,2012,2011,2008,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,597A,12,A,IO,436707,4882003
597B,Yes,597,,2014,2014,2014,2012,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,supercanopy,,597B,12.5,A,ER,435552,4880076
598A,No,598,Crocker Point vicinity,2013,2011,2011,2009,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,598A,10,A,IO,625950,4952203
598B,Yes,598,Crocker Point vicinity,2014,2014,2014,2013,,coastal,Washington,C,red spruce,alive - top broken,dominant,,598B,12.5,A,ER,625839,4952180
599A,Yes,599,,2014,2014,2014,2009,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,599A,5,A,ER,412437,4873668
600A,No,600,,2013,2009,2009,2009,,coastal,York,A,eastern white pine,alive - top intact,dominant,,600A,2,A,IO,359633,4771301
601A,No,601,The Sands Island,2014,2010,2010,2009,,coastal,Kennebec,B,northern red oak,alive - top intact,dominant,,601A,7.5,A,IO,439111,4889031
601B,Yes,601,,2014,2014,2014,2011,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,601B,12.5,A,ER,439425,4889607
602A,Yes,602,Caldwell Island,2013,2013,2013,2009,,coastal,Knox,B,yellow birch,alive - top intact,dominant,,602A,10,A,ER,476467,4864804
603A,Yes,603,,2013,2013,2013,2009,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,603A,10,A,ER,460145,5223132
603B,Yes,603,,2013,2013,2013,2009,,interior,Aroostook,G,eastern white pine,alive - top intact,supercanopy,,603B,10,A,ER,460326,5221858
604A,No,604,Cornish Island,2014,2013,2013,2009,,coastal,Sagadahoc,A,northern red oak,alive - top intact,dominant,,604A,8.5,A,ER,426981,4863862
604B,No,604,Androscoggin River shoreline - Foreside Road vicinity,2013,2006,2013,2004,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,Nest tree leader is dead above nest level.,604B,10,A,IO,426035,4863501
605A,Yes,605,Scrub Island,2013,2013,2013,2009,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,605A,7,A,ER,654563,4967687
606A,No,606,Dyer Island,2013,2010,2010,2009,,coastal,Washington,C,red spruce,alive - top intact,dominant,,606A,3,A,IO,601553,4929790
606B,Yes,606,Dyer Island,2013,2013,2013,2011,,coastal,Washington,C,red spruce,alive - top broken,dominant,,606B,12.5,A,ER,601480,4929770
607A,Yes,607,Eastern River shoreline / James Eddy Road vicinity,2014,2014,2014,2009,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,607A,10,A,ER,438868,4879680
607B,No,607,Eastern River shoreline / James Eddy Road vicinity,2013,2012,NA,2009,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,607B,4,A,IO,438676,4879402
608A,Yes,608,Big Peabody Island,2013,2013,2013,2007,,coastal,Washington,C,red spruce,alive - top intact,dominant,,608A,8.5,A,ER,616932,4928175
609A,Yes,609,Sawyer Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,dominant,,609A,4,A,ER,606061,4931713
609B,Yes,609,Sawyer Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top intact,dominant,,609B,12.5,A,ER,606069,4931688
610A,Yes,610,,2014,2014,2014,2009,,coastal,Waldo,B,eastern white pine,alive - top intact,dominant,,610A,8.5,A,ER,497349,4921943
611A,Yes,611,Birch Island,2013,2013,2011,2009,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,611A,2.5,A,ER,575401,5010625
611B,Yes,0,Birch Island,2013,2013,2013,2013,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,611B,12.5,A,ER,575424,5010550
612A,No,612,,2013,2011,2011,2009,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,612A,2.5,A,IO,583277,5008883
613A,Yes,613,Quakish Lake,2013,2013,2013,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,613A,12,A,ER,519691,5054269
614A,Yes,614,,2014,2014,2014,2009,,interior,Waldo,B,eastern white pine,alive - top intact,dominant,,614A,8.5,A,ER,503044,4940765
615A,Yes,615,,2013,2013,2013,2009,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,615A,10,A,ER,550432,5217642
616A,Yes,616,Pelletier Island,2013,2013,2013,2009,,interior,Aroostook,G,bigtooth aspen,alive - top intact,dominant,,616A,8.5,A,ER,554967,5232661
617A,Yes,617,Stillwater Dam islet,2014,2014,2014,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,617A,11,A,ER,525287,4973332
618A,No,618,Campmeeting Point shoreline,2013,2010,2009,2009,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,618A,8.5,A,IO,438616,4885809
618B,Yes,618,,2014,2014,2014,2010,,coastal,Lincoln,B,eastern white pine,alive - top intact,supercanopy,,618B,5,A,ER,439245,4885843
619A,Yes,619,Crooked Pond shoreline,2013,2013,2013,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,619A,8.5,A,ER,542920,5022431
620A,No,620,Madagascal Pond,2013,2012,2012,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,died after,620A,8.5,A,IO,550435,5015512
620B,Yes,620,Madagascal Pond,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,620B,12.5,A,ER,550454,5015508
621A,Yes,621,Hoe Island,2014,2014,2014,2006,,interior,Lincoln,B,eastern white pine,alive - top intact,dominant,,621A,8.5,A,ER,458589,4882896
622A,Yes,622,,2013,2013,2013,2009,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,622A,8.5,A,ER,544975,5165203
623A,Yes,623,,2013,2013,2013,2009,,coastal,Washington,C,red spruce,alive - top intact,dominant,,623A,4.5,A,ER,599119,4934063
623B,No,623,,2013,1983,1983,1982,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,623B,12,A,IO,599473,4934101
623C,No,623,Gibbs Island,2013,2003,2003,2003,,coastal,Washington,C,yellow birch,dead - top broken,co-dominant,,623C,12,A,IO,598592,4933354
624A,Yes,624,,2013,2013,2011,2009,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,624A,2,A,ER,588135,4950268
625A,Yes,625,Riverside Cemetary,2014,2014,2014,2009,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,625A,4,A,ER,421255,4862891
626A,Yes,626,,2014,2014,2014,2009,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,626A,4,A,ER,402074,4884095
627A,Yes,627,Penobscot River shoreline,2013,2013,2013,2009,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,627A,8.5,A,ER,545123,5033174
628A,No,628,Penobscot River shoreline,2013,2012,2012,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,628A,8.5,A,IO,539025,5048770
628B,Yes,628,Penobscot River shoreline,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,628B,12.5,A,ER,537958,5049174
629A,Yes,629,,2013,2013,2013,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,629A,8.5,A,ER,542758,5011724
630A,No,630,Cochnewagon Lake upland - Pine Drive area,2013,2009,2009,2009,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,630A,8.5,A,IO,416115,4898500
630B,No,630,,2013,2011,2011,2010,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,630B,5,A,IO,416352,4898535
630C,Yes,630,,2014,2014,2013,2012,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,630C,5,A,ER,416853,4897700
631A,Yes,631,Julius Darling Point shoreline,2013,2013,2013,2009,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,631A,8.5,A,ER,559573,4936476
632A,No,632,Harmon Beach area,2013,2010,2010,2009,,interior,Cumberland,A,eastern white pine,alive - top intact,dominant,,632A,10,A,IO,375533,4852042
632B,Yes,632,Harmon Beach area,2013,2013,2013,2011,,interior,Cumberland,A,eastern white pine,alive - top intact,dominant,,632B,5,A,ER,375797,4852054
633A,No,633,Harbor Island,2013,2006,2006,2001,,coastal,Hancock,C,red spruce,dead - top broken,dominant,,633A,12.5,A,IO,551023,4886224
633B,No,633,Harbor Island,2013,2011,2011,2007,,coastal,Hancock,C,red spruce,alive - top intact,supercanopy,,633B,8.5,A,IO,550894,4886075
633C,Yes,633,Harbor Island,2013,2013,2013,2013,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,633C,12.5,A,ER,550837,4885922
634A,Yes,634,Hunts Hill shoreline,2014,2014,2014,2010,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,634A,5,A,ER,438536,4901215
635A,Yes,635,"West River Road shoreline, North Sidney",2013,2013,2013,2010,,coastal,Kennebec,B,eastern white pine,dead - top intact,dominant,,635A,12,A,ER,445841,4926884
636A,Yes,636,,2013,2013,2013,2008,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,636A,10,A,ER,577794,4925585
637A,Yes,637,Little Iron Island,2013,2013,2013,2010,,coastal,Cumberland,A,northern red oak,alive - top intact,dominant,,637A,5,A,ER,420799,4853870
638A,Yes,638,,2013,2013,2013,2010,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,638A,5,A,ER,458450,4903767
639A,No,639,Fitch Point,2013,2011,2011,2010,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,639A,5,A,IO,454301,4868476
639B,Yes,639,Merry Island,2013,2013,2013,2011,,coastal,Lincoln,B,eastern white pine,alive - top intact,dominant,,639B,12.5,A,ER,453732,4867306
640A,Yes,640,Dram Island,2013,2013,2013,2010,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,640A,5,A,ER,564472,4924188
641A,Yes,641,Carlton Pond island,2013,2013,2013,2010,,interior,Waldo,B,eastern white pine,alive - top intact,dominant,,641A,5,A,ER,478663,4951027
