PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
456B,Yes,456,,2014,2014,2014,2008,,interior,Hancock,C,eastern white pine,alive - top intact,,,456B,10,A,ER,531679,4948332
457A,Yes,457,Penobscot River shoreline,2013,2013,2010,2005,,interior,Penobscot,B,eastern white pine,alive - top intact,,,457A,2.5,A,ER,525798,4967927
457B,Yes,457,Penobscot River upland,2014,2014,2014,2011,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,Split leader,457B,5,A,ER,525343,4967564
458A,Yes,458,Jordan River shoreline,2014,2014,2014,2005,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,458A,7.5,A,ER,550999,4924844
459A,No,459,Stoney Island,2014,2006,2006,2005,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,459A,4,A,IO,430757,4867556
459B,No,459,,2013,1963,NA,1963,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,459B,12,A,IO,430784,4867560
459C,Yes,459,Stoney Island,2014,2014,2008,2007,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,459C,4,A,ER,430792,4867604
459D,Yes,459,Stoney Island,2014,2014,2014,2009,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,459D,2,A,ER,430793,4867584
460A,Yes,460,,2013,2013,2013,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,460A,7,A,ER,529564,4998727
461A,Yes,461,Millinocket Lake islet,2013,2013,2013,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,461A,7,A,ER,514902,5066218
462A,Yes,462,,2013,2013,2013,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,462A,7.5,A,ER,521112,5039853
463A,Yes,463,Pine Point,2014,2014,2014,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,supercanopy,,463A,7,A,ER,533713,4980102
464A,No,464,Penobscot River shoreline,2013,2011,2012,2005,,coastal,Penobscot,B,eastern white pine,alive - top intact,supercanopy,,464A,7,A,IO,516512,4957119
464B,Yes,464,Penobscot River shoreline,2013,2013,2013,2013,,coastal,Penobscot,B,eastern white pine,alive - top intact,dominant,,464B,12.5,A,ER,516546,4957111
465A,Yes,465,Clary Lake shoreline,2013,2013,2009,2005,,interior,Lincoln,B,eastern white pine,alive - top intact,dominant,,465A,7.5,A,ER,454502,4896874
465B,Yes,465,Clary Lake shoreline,2013,2013,2012,2010,,interior,Lincoln,B,eastern white pine,alive - top intact,dominant,,465B,5,A,ER,453917,4896721
466A,Yes,466,Androscoggin River shoreline,2013,2013,2013,2005,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,466A,7,A,ER,395508,4924845
466B,Yes,466,Androscoggin River shoreline,2013,2013,2012,2006,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,466B,10,A,ER,395400,4925023
467A,Yes,467,,2013,2013,2013,2005,,interior,Hancock,F,eastern white pine,alive - top intact,supercanopy,,467A,7.5,A,ER,565079,4997623
468A,Yes,468,Upper Pond shoreline,2013,2013,2013,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,468A,10,A,ER,545999,5018118
469A,No,469,Roque Island,2013,2009,2007,2005,,coastal,Washington,C,red spruce,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,469A,7.5,A,IO,616425,4935962
470A,No,470,Mark Island,2013,2006,2006,2005,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,470A,7,A,IO,523914,4886874
470B,Yes,470,Scraggy Island,2013,2013,2013,2007,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,470B,10,A,ER,523451,4885862
471A,No,471,Clam Cove shoreline,2013,2006,2006,2005,,coastal,Knox,B,red spruce,dead - top broken,dominant,,471A,7.5,A,IO,515489,4876155
471B,No,471,Narrows Island,2013,2009,2007,2007,,coastal,Knox,B,red spruce,alive - top intact,dominant,,471B,8.5,A,IO,516315,4877322
471C,Yes,471,Narrows Island,2013,2013,2013,2008,,coastal,Knox,B,red spruce,alive - top intact,dominant,,471C,4,A,ER,516376,4877468
472A,No,472,High Island,2013,2009,2009,2005,,coastal,Knox,B,red spruce,alive - top intact,dominant,,472A,7,A,IO,495388,4873336
472B,Yes,472,High Island,2013,2013,2013,2010,,coastal,Knox,B,red spruce,alive - top broken,dominant,,472B,5,A,ER,495257,4873311
473A,Yes,473,Compass Island,2014,2014,2014,2005,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,473A,7.5,A,ER,510842,4895653
473B,Yes,473,Little Spruce Head Island,2014,2014,2013,2007,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,473B,10,A,ER,511908,4897878
474A,No,474,,2013,2009,2005,2005,,coastal,Lincoln,B,eastern white pine,alive - top intact,supercanopy,,474A,7,A,IO,470368,4877928
475A,No,475,,2013,2005,2005,2005,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,475A,7.5,A,IO,587235,4935556
475B,No,475,,2013,2009,2008,2007,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,475B,10,A,IO,587152,4935743
475C,Yes,475,,2013,2013,2013,2010,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,475C,12.5,A,ER,587455,4935349
476A,Yes,476,Kittery Island,2013,2013,2013,2005,,interior,Washington,F,eastern white pine,alive - top intact,dominant,,476A,7,A,ER,582464,5051349
477A,No,477,,2013,2005,2013,2005,,interior,Aroostook,F,eastern white pine,alive - top intact,dominant,,477A,7,A,IO,564497,5073604
478A,No,478,Campbell Island,2013,1994,1994,1994,,coastal,Hancock,C,red spruce,dead - top broken,dominant,,478A,12,A,IO,531357,4896685
478B,No,478,Campbell Island,2013,2009,2006,2004,,coastal,Hancock,C,red spruce,dead - top broken,co-dominant,,478B,10,A,IO,530840,4896848
478C,Yes,478,Little Goose Island,2013,2013,2011,2007,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,478C,6.5,A,ER,530243,4897012
478D,Yes,478,Campbell Island,2013,2013,2013,2010,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,478D,5,A,ER,530817,4896899
479A,No,479,Potato Island,2014,2005,2005,2005,,coastal,Hancock,C,white spruce,alive - top intact,dominant,Confirmed fallen / broken off and no longer useable.,479A,7,A,IO,535294,4894946
479B,Yes,479,Potato Island,2014,2014,2014,2013,,coastal,Hancock,C,white spruce,alive - top broken,dominant,,479B,12.5,A,ER,535274,4894950
480A,No,480,Amesbury Point,2013,2005,2005,2005,,coastal,Knox,B,red spruce,dead - top broken,dominant,,480A,7.5,A,IO,507510,4886666
480B,No,480,Ames Point upland,2013,2008,2007,2006,,coastal,Knox,B,red spruce,alive - top broken,dominant,,480B,7,A,IO,508977,4886755
480C,Yes,480,Cox Cove shoreline,2013,2013,2013,2008,,coastal,Knox,B,eastern white pine,alive - top intact,dominant,,480C,8.5,A,ER,509365,4887087
481A,Yes,481,Dogfish Island,2013,2013,2012,2005,,coastal,Knox,B,red spruce,alive - top broken,dominant,,481A,7.5,A,ER,507019,4881573
481B,Yes,481,Dogfish Island,2013,2013,2013,2013,,coastal,Knox,B,red spruce,alive - top broken,dominant,,481B,12.5,A,ER,507025,4881599
482A,Yes,482,,2013,2013,2013,2005,,interior,Somerset,E,eastern white pine,alive - top intact,supercanopy,,482A,11.5,A,ER,398699,5027201
483A,No,483,,2013,2009,2009,2005,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,483A,5,A,IO,387321,5004011
483B,No,483,,2013,2011,2011,2010,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,483B,11.5,A,IO,387366,5004059
483C,Yes,483,,2013,2013,2013,2012,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,483C,12.5,A,ER,388330,5004669
484A,Yes,484,,2013,2013,2013,2005,,interior,Piscataquis,D,eastern white pine,alive - top intact,dominant,,484A,10.5,A,ER,460203,5127931
485A,Yes,485,Parker Island,2013,2013,2009,1997,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,485A,12.5,A,ER,649259,4968790
485C,Yes,485,Parker Island,2013,2013,2013,2010,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,485C,5,A,ER,649335,4968785
486A,No,486,,2013,2006,2008,2005,,interior,Oxford,D,eastern white pine,alive - top intact,supercanopy,,486A,11,A,IO,343588,4995425
486B,Yes,486,,2013,2013,2013,2010,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,,486B,5,A,ER,343539,4995782
487A,No,487,,2013,2007,2008,2005,,interior,Penobscot,F,eastern white pine,dead - top broken,dominant,,487A,10,A,IO,516861,5123704
487B,No,487,,2013,2010,2010,2010,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,487B,5,A,IO,516726,5124856
487C,Yes,487,,2013,2013,2013,2012,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,487C,5,A,ER,517023,5125763
488A,Yes,488,Treasure Island,2013,2013,2013,2005,,interior,York,A,eastern white pine,alive - top intact,dominant,,488A,10,A,ER,348174,4824581
488B,No,488,Treasure Island,2013,2010,2010,2008,,interior,York,A,eastern white pine,alive - top intact,dominant,,488B,1,A,IO,348117,4824378
489A,No,489,,2013,2005,2007,2005,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,489A,10,A,IO,474482,5114707
490A,No,490,Green Island,2013,2007,2007,2005,,coastal,Washington,C,red spruce,alive - top intact,dominant,,490A,10,A,IO,615057,4926332
490B,Yes,490,Green Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top broken,dominant,,490B,4,A,ER,615042,4926340
491A,No,491,,2014,2008,2008,2006,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,491A,12,A,IO,449164,4931166
491B,No,491,,2014,2009,2009,2009,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,491B,4,A,IO,449078,4931127
491C,Yes,491,,2014,2014,2014,2010,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,491C,5,A,ER,448143,4930358
491D,Yes,491,,2013,2013,NA,2013,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,491D,12.5,A,ER,447651,4929814
492A,Yes,492,,2013,2013,2013,2006,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,492A,10,A,ER,612736,5014637
493A,Yes,493,,2013,2013,2013,2006,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,493A,10,A,ER,643864,5002235
493B,Yes,493,,2013,NA,NA,NA,This nest is on the New Brunswick side of the Saint Croix River border with Maine.,coastal,Charlotte,,eastern white pine,alive - top intact,supercanopy,,493B,NA,NA,NA,NA,NA
493C,No,493,,2013,1985,1985,1982,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,493C,12,A,IO,642577,5001713
494A,Yes,494,Read Island,2014,2014,2014,2006,,coastal,Sagadahoc,B,artificial pole platform,,,,494A,4,A,ER,436134,4862417
494B,No,494,Barley Neck shoreline,2013,1976,NA,1974,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Sagadahoc,B,northern red oak,alive - top intact,dominant,,494B,12,A,IO,436841,4862070
494C,No,494,Barley Neck shoreline,2013,1975,NA,1974,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Sagadahoc,B,northern red oak,alive - top intact,dominant,,494C,12,A,IO,436922,4861960
495A,Yes,495,,2013,2013,2013,2006,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,495A,11,A,ER,611459,4992489
496A,Yes,496,,2013,2013,2011,1998,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,496A,12,A,ER,642099,4974944
496B,No,496,,2013,2009,NA,2006,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,496B,7,A,IO,643125,4975218
496C,Yes,496,,2013,2013,2013,2013,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,496C,12.5,A,ER,642150,4974980
497A,No,497,Little Whaleboat Island,2013,2011,2006,2006,only ospr since 07,coastal,Cumberland,A,red spruce,alive - top broken,dominant,,497A,12,A,IO,414922,4846432
497B,No,497,Little Whaleboat Island,2013,2010,2010,2007,,coastal,Cumberland,A,northern red oak,alive - top intact,dominant,,497B,12,A,IO,415070,4846228
497C,Yes,497,Little Whaleboat Island,2013,2013,2013,2012,,coastal,Cumberland,A,northern red oak,alive - top intact,dominant,,497C,12.5,A,ER,415064,4846271
498A,Yes,498,Nicatou Island,2013,2013,2008,2006,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,498A,4,A,ER,536321,5050346
498B,No,498,Nicatou Island,2013,2012,2012,2009,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,498B,4,A,IO,536452,5050255
498C,Yes,498,Nicatou Island,2013,2013,2013,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,498C,12.5,A,ER,535971,5050439
499A,No,499,Tenpound Island,2013,2011,2010,2006,,coastal,Knox,B,red spruce,alive - top intact,dominant,,499A,4,A,IO,480969,4870534
499B,Yes,499,Tenpound Island,2013,2013,2013,2011,,coastal,Knox,B,red spruce,alive - top intact,dominant,,499B,12.5,A,ER,480960,4870576
500A,No,500,,2013,2009,2009,2006,,coastal,Hancock,C,eastern white pine,dead - top broken,dominant,,500A,10,A,IO,514984,4936997
500B,Yes,500,,2013,2013,2010,2010,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,500B,5,A,ER,515102,4936887
500C,Yes,500,,2014,2014,2013,2012,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,500C,12.5,A,ER,514982,4936948
501A,No,501,Ragged Island,2013,2007,2006,2006,,coastal,Knox,B,red spruce,alive - top broken,dominant,,501A,10,A,IO,508682,4852654
501B,No,501,Ragged Island,2013,2008,2008,2008,,coastal,Knox,B,red spruce,dead - top broken,dominant,,501B,8.5,A,IO,508698,4852944
501C,Yes,501,Ragged Island,2013,2013,2013,2010,,coastal,Knox,B,red spruce,alive - top broken,dominant,,501C,5,A,ER,508760,4852144
502A,No,502,Sally Island,2013,2007,2007,1985,,coastal,Washington,C,red spruce,alive - top broken,dominant,,502A,12,A,IO,586505,4923211
502B,Yes,502,Sally Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,dominant,,502B,1,A,ER,586468,4923214
503A,Yes,503,,2013,2013,2013,2006,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,503A,7,A,ER,574969,4940513
504A,No,504,Eastern Ear,2013,2010,2007,2006,,coastal,Knox,C,red spruce,dead - top broken,dominant,,504A,7,A,IO,531770,4873521
504B,No,504,Eastern Head,2013,1989,1986,1986,,coastal,Knox,C,red spruce,alive - top broken,dominant,,504B,12,A,IO,531169,4873822
504C,No,504,Eastern Ear,2013,2012,2010,2008,,coastal,Knox,C,red spruce,alive - top intact,dominant,,504C,4,A,IO,531747,4873492
504D,Yes,504,Eastern Ear,2013,2013,2013,2012,,coastal,Knox,C,red spruce,dead - top broken,dominant,,504D,12.5,A,ER,531438,4873489
505A,No,505,East Sister Island,2013,1977,1974,1972,,coastal,Hancock,C,red spruce,dead - top broken,dominant,,505A,12,A,IO,550353,4888142
505B,No,505,East Sister Island,2013,1982,1982,1975,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,505B,12,A,IO,550382,4888078
505C,No,505,West Sister Island,2013,2011,2011,2005,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,505C,7,A,IO,549659,4887951
505D,Yes,505,West Sister Island,2013,2013,2013,2013,,coastal,Hancock,C,yellow birch,alive - top intact,dominant,,505D,12.5,A,ER,549665,4887900
506A,Yes,506,Harbor Point,2013,2013,2011,2006,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,506A,8.5,A,ER,572625,4915386
507A,No,507,,2013,2011,2011,2006,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,507A,10,A,IO,639625,4972599
507B,Yes,507,,2013,2013,2013,2013,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,507B,12.5,A,ER,639408,4972727
508A,No,508,Hen Island,2013,2008,2008,2006,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,508A,10,A,IO,542064,4890998
508B,Yes,508,Hen Island,2013,2013,2013,2009,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,508B,3,A,ER,542046,4890982
509A,No,509,,2013,2007,2007,2006,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,509A,8.5,A,IO,429661,4989951
509B,No,509,,2013,2010,2010,2008,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,509B,10,A,IO,429748,4990142
509C,Yes,509,,2013,2013,2013,2012,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,509C,12.5,A,ER,429680,4990261
510A,Yes,510,,2014,2014,2014,2006,,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,510A,8.5,A,ER,403889,4879490
510B,No,510,,2013,2009,NA,2009,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Androscoggin,A,eastern white pine,alive - top intact,dominant,,510B,7.5,A,IO,403782,4878874
511A,No,511,,2013,2008,2007,2006,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,511A,8.5,A,IO,555255,4947756
511B,Yes,511,,2013,2013,2013,2013,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,511B,12.5,A,ER,557326,4946493
512A,Yes,512,,2014,2014,2014,2006,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,512A,10,A,ER,453283,4933001
512B,No,512,,2014,2012,2012,2010,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,512B,12.5,A,IO,453309,4932987
513A,No,513,Douglas Pond shoreline,2013,2010,NA,2006,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Somerset,B,eastern white pine,alive - top intact,dominant,,513A,10,A,IO,469142,4962454
513B,Yes,513,,2013,2013,2013,2006,,interior,Somerset,B,northern red oak,alive - top intact,dominant,,513B,10,A,ER,469050,4962800
514A,Yes,514,,2014,2014,2014,2006,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,514A,12,A,ER,431133,4965998
515A,Yes,515,Dingley Pond island,2013,2013,2013,2006,,interior,Somerset,E,eastern white pine,alive - top intact,dominant,,515A,10,A,ER,404287,5089077
516A,No,516,,2013,2007,2007,2006,,interior,Piscataquis,E,eastern white pine,alive - top intact,supercanopy,Nest tree leader is dead above nest level.,516A,12,A,IO,475353,5090410
517A,Yes,517,,2013,2013,2013,2006,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,517A,10,A,ER,635785,4987348
518A,Yes,518,,2013,2013,2009,2006,,interior,Aroostook,G,eastern white pine,alive - top intact,dominant,,518A,12,A,ER,574109,5166510
518B,Yes,518,,2013,2013,2013,2010,,interior,Aroostook,G,bigtooth aspen,alive - top intact,dominant,,518B,12.5,A,ER,574127,5167696
519A,Yes,519,,2014,2013,2009,2006,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,519A,12.5,A,ER,385261,4949126
519B,Yes,519,,2014,2014,2014,2013,,interior,Franklin,D,eastern white pine,alive - top intact,dominant,,519B,12.5,A,ER,384346,4952304
520A,Yes,520,Boot Head,2013,2013,2013,2006,,coastal,Washington,C,red spruce,alive - top broken,dominant,,520A,10,A,ER,656514,4959416
521A,No,521,,2013,2006,2006,2006,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,521A,8.5,A,IO,526488,4934493
521B,No,521,,2013,2012,2009,2007,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,521B,8.5,A,IO,526821,4934310
521C,Yes,521,,2013,2013,2013,2012,,interior,Hancock,C,eastern white pine,alive - top intact,co-dominant,,521C,12.5,A,ER,526888,4934489
522A,No,522,River Road shoreline,2014,2012,2010,2007,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,522A,10,A,IO,429152,4872952
522B,Yes,522,Wallentine Road shoreline,2013,2013,2013,2008,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,522B,5,A,ER,428904,4872820
523A,Yes,523,,2013,2013,2013,2007,,interior,Oxford,D,eastern white pine,alive - top intact,dominant,Witches' broom is the primary nest support.,523A,10,A,ER,356745,4924745
524A,Yes,524,,2013,2013,2013,2007,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,524A,8.5,A,ER,585334,4938305
525A,Yes,525,,2013,2013,2013,2007,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,525A,10,A,ER,640603,4976217
526A,No,526,Gooseberry Island,2013,2011,NA,2005,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,red spruce,alive - top broken,dominant,,526A,10,A,IO,649189,4969499
526B,Yes,526,Gooseberry Island,2013,2013,2013,2007,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,526B,4,A,ER,649190,4969462
527A,No,527,,2014,2011,2012,2007,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,527A,10,A,IO,528181,4980770
527B,Yes,527,Orson Island,2014,2014,2014,2013,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,,527B,12.5,A,ER,527413,4978703
528A,Yes,528,,2013,2013,2013,2007,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,528A,10,A,ER,568715,4931768
529A,Yes,529,Outer Island,2014,2014,2014,2007,,interior,Cumberland,A,eastern white pine,alive - top intact,dominant,,529A,8.5,A,ER,371350,4862925
530A,Yes,530,Ice Pond,2013,2013,2013,2007,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,530A,8.5,A,ER,424371,4848168
531A,Yes,531,Brick Island,2014,2014,2014,2005,,coastal,Sagadahoc,B,eastern white pine,alive - top intact,dominant,,531A,4,A,ER,431139,4870017
531B,No,531,West Chops Point - Goose Cove,2013,1970,1963,1963,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,531B,12,A,IO,433219,4869290
531C,No,531,West Chops Point - Butler Cove,2013,1985,1985,1981,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,dominant,,531C,12,A,IO,432481,4868860
532A,No,532,Black Point,2013,2008,2010,2007,,coastal,Lincoln,B,red spruce,alive - top broken,dominant,,532A,10,A,IO,475436,4846747
533A,Yes,533,Sand Island,2013,2013,2013,2007,,interior,Hancock,F,eastern white pine,alive - top intact,dominant,,533A,10,A,ER,567024,4993463
534A,Yes,534,Sandy River shoreline,2013,2013,2013,2007,,interior,Franklin,D,eastern white pine,alive - top intact,supercanopy,,534A,10,A,ER,411143,4943735
535A,No,535,Union River shoreline,2013,2009,2008,2007,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,535A,10,A,IO,544347,4936425
535B,No,535,Grahm Dam vicinity islet,2013,1997,2006,1997,Occasional occupancy by adult eagle(s) was noted 5 times during the period 1998 - 2006 following destruction of the nest in 1997.,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,535B,12,A,IO,545064,4938187
535C,Yes,535,Grahm Dam vicinity islet,2013,2013,2013,2009,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,535C,8.5,A,ER,545716,4938397
535D,No,535,Rankin Brook vicinity shoreline,2013,1963,1962,1962,,interior,Hancock,C,northern red oak,alive - top intact,dominant,,535D,12,A,IO,546907,4939270
536A,Yes,536,,2013,2013,2013,2007,,interior,Aroostook,G,white ash,alive - top intact,dominant,,536A,10,A,ER,578066,5227985
537A,Yes,537,,2013,2013,2013,2007,,interior,Androscoggin,B,eastern white pine,alive - top intact,supercanopy,,537A,10,A,ER,408274,4914862
537B,No,537,,2013,2012,2012,2012,,interior,Androscoggin,B,eastern white pine,alive - top intact,dominant,,537B,12.5,A,IO,408279,4914834
538A,No,538,"West River Road shoreline, Sidney",2013,2011,2012,2007,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,538A,8.5,A,IO,444486,4921330
538B,Yes,538,"West River Road shoreline, Sidney",2013,2013,2013,2013,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,538B,12.5,A,ER,444946,4922471
539A,Yes,539,Eagle Crest Lane shoreline,2014,2014,2013,2007,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,539A,10,A,ER,434723,4936300
540A,No,540,,2014,2009,2009,2007,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,540A,10,A,IO,461690,4941712
540B,Yes,540,,2014,2014,2014,2012,,interior,Kennebec,B,eastern white pine,alive - top intact,dominant,,540B,12.5,A,ER,460511,4941429
541A,No,541,Tarbox Flats upland,2013,2013,2013,2007,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,541A,10,A,ER,438886,4896172
541B,No,541,Tarbox Flats upland,2014,2012,2012,2010,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,541B,5,A,IO,438870,4896295
541C,Yes,541,Tarbox Flats upland,2014,2013,2013,2011,,coastal,Kennebec,B,eastern white pine,alive - top intact,dominant,,541C,10,A,ER,438944,4896196
542A,No,542,,2013,2007,2007,2007,,coastal,Washington,C,eastern white pine,dead - top broken,dominant,,542A,10,A,IO,601170,4944432
542B,Yes,542,,2013,2013,2013,2008,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,542B,10,A,ER,601866,4944542
543A,Yes,543,,2014,2014,2014,2007,,interior,Piscataquis,E,eastern white pine,alive - top intact,supercanopy,,543A,10,A,ER,469856,4999095
544A,Yes,544,East Ensign Island,2013,2013,2013,2007,,coastal,Waldo,B,northern red oak,alive - top intact,dominant,,544A,4,A,ER,503263,4897739
545A,Yes,545,,2013,2013,2013,2007,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,545A,8.5,A,ER,648745,4972978
546A,No,546,,2013,2009,2007,2007,,interior,Hancock,C,eastern white pine,alive - top intact,supercanopy,,546A,10,A,IO,575056,4929653
546B,No,546,,2013,2010,2010,2008,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,546B,8.5,A,IO,575418,4929348
546C,Yes,546,,2013,2013,2013,2013,,interior,Hancock,C,eastern white pine,alive - top intact,dominant,,546C,12.5,A,ER,574313,4928450
547A,No,547,,2013,2009,2009,2007,,coastal,Cumberland,A,eastern white pine,alive - top intact,dominant,,547A,10,A,IO,388949,4824157
548A,Yes,548,,2013,2013,2013,2007,,interior,Aroostook,G,eastern white pine,alive - top intact,supercanopy,,548A,10,A,ER,455262,5180717
549A,No,549,,2013,2009,2007,2007,,interior,York,A,eastern white pine,alive - top intact,dominant,,549A,10,A,IO,373978,4826104
549B,Yes,549,,2013,2013,2013,2008,,interior,York,A,eastern white pine,alive - top intact,dominant,,549B,10,A,ER,375303,4823903
550A,Yes,550,,2013,2013,2013,2007,,interior,Aroostook,F,eastern white pine,alive - top intact,dominant,,550A,8.5,A,ER,562476,5062990
551A,No,551,Moose Island,2013,2012,2012,2007,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,551A,10,A,IO,449911,5040672
551B,Yes,551,Moose Island,2013,2013,2013,2012,,interior,Piscataquis,E,eastern white pine,alive - top intact,dominant,,551B,38,A,ER,449853,5040669
552A,No,552,,2013,2008,2013,2007,,interior,Somerset,E,eastern white pine,alive - top intact,,,552A,7,A,IO,431843,5106631
553A,Yes,553,,2013,2013,2013,2007,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,553A,8.5,A,ER,556115,4924421
554A,No,554,Camp Island,2013,2009,2009,2007,,coastal,Hancock,C,red spruce,dead - top broken,dominant,,554A,8.5,A,IO,529677,4888363
