dates QC,Field1,Plot QA/QC,ObsID,SignProtection?,Landowner,PK_NestSite,IntactDuringLastYearObs?,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,EH,FK_Geocode,County,IFWRegion,State/Province,Species,DBH,DateSiteEvaluation,TreeCondition,NestTreeStandProminence,NestTreeComments,Former MDIFW nest #,EO Code - #,Former USFWS nest #,Former NAS nest #,Comments nest # change,Former USFWS nest #1,Former NAS nest #1,Comments nest # change1,Former USFWS nest #11,Former NAS nest #11,Comments nest # change11,Edits?
TRUE,,TRUE,1629,,,027A,Yes,27,Bartlett Island - Western Point vicinity,2013,2013,2013,1978,,coastal,BE027A,9210,Hancock,C,ME,eastern white pine,78,6/27/1980,alive - top intact,supercanopy,,,ABNKC10010-070,,,,,,,,,,
TRUE,,TRUE,1630,,,028A,No,28,Blunts Point,2013,1983,1972,1965,,coastal,BE028A,9030,Hancock,C,ME,eastern white pine,86.4,8/11/1977,alive - top intact,supercanopy,"Nest tree leader was alive when first used, but it died during the years of eagle nesting activity.",,ABNKC10010-071,85 (1972 - 1973); 31 (1974 - 1976),HA-11 (< 1971),,,,,,,,
TRUE,,TRUE,1631,,,028B,No,28,Northeast Creek Meadow island,2013,1996,1987,1976,,coastal,BE028B,9030,Hancock,C,ME,eastern white pine,55.9,8/3/1977,alive - top intact,dominant,,,ABNKC10010-072,31A (1976),,,,,,,,,
TRUE,,TRUE,1632,,,028C,No,28,Northeast Creek Meadow island,2013,1985,,1977,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE028C,9030,Hancock,C,ME,eastern white pine,64,8/3/1977,alive - top intact,supercanopy,,,ABNKC10010-073,,,,,,,,,,
TRUE,,TRUE,1935,yes:  documented high-volume use (mostly diggers),Maine Coastal Islands NWR,028D,Yes,28,South Twinnie Island,2013,2013,2013,1988,,coastal,BE028D,9030,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-376,,,,,,,,,,
TRUE,,TRUE,1633,,,029A,No,29,Black Point vicinity upland,2013,1999,1999,1977,,coastal,BE029A,9130,Hancock,C,ME,eastern white pine,67.1,7/27/1977,alive - top intact,supercanopy,,,ABNKC10010-074,,,,,,,,,,
TRUE,,TRUE,1634,,,029B,No,29,Black Point vicinity upland,2013,1963,,1963,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE029B,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-075,,HA-7 (< 1971),,,,,,,,
TRUE,,TRUE,1635,,,029C,No,29,Black Point vicinity upland - Meadow Brook,2013,1964,1964,1964,,coastal,BE029C,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-076,,"HA-7A, HA-8 (< 1971)",,,,,,,,
TRUE,,TRUE,1636,,,029D,No,29,Black Point vicinity upland - Meadow Brook,2013,1966,1965,1965,,coastal,BE029D,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-077,,"HA-7B, HA-8A (< 1971)",,,,,,,,
TRUE,,TRUE,1637,,,029E,No,29,Black Point vicinity upland - Cushmans Meadow,2013,1987,1966,1966,,coastal,BE029E,9130,Hancock,C,ME,eastern white pine,86.1,7/7/1980,alive - top intact,supercanopy,Nest tree leader is dead above nest level.,,ABNKC10010-078,,"HA-7C, HA-8B (< 1971)",,,,,,,,
TRUE,,TRUE,2125,,,029F,No,29,Black Point vicinity upland,2013,1995,1994,1994,,coastal,BE029F,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-566,,,,,,,,,,
TRUE,,TRUE,2331,,,029G,No,29,Black Point vicinity upland,2013,2003,2002,2000,,coastal,BE029G,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-772,,,,,,,,,,
TRUE,,TRUE,4101,,,029H,Yes,29,Black Point vicinity upland,2013,2013,2013,2003,,coastal,BE029H,9130,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,TRUE,1639,,,030A,No,30,Poplar Knoll,2013,1980,1982,1977,,interior,BE030A,9200,Hancock,C,ME,paper birch,45.2,6/24/1977,alive - top intact,dominant,,,ABNKC10010-080,,,,,,,,,,
TRUE,,TRUE,1640,,,030B,No,30,Poplar Knoll,2013,2004,2002,1983,,interior,BE030B,9200,Hancock,C,ME,northern red oak,,,alive - top intact,dominant,,,ABNKC10010-081,,,,,,,,,,
TRUE,,TRUE,4545,,,030C,Yes,30,Poplar Knoll,2013,2013,2013,2004,,interior,BE030C,9200,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,,,,,,,,,,,
TRUE,,TRUE,1934,,,031E,No,31,Hills Island,2013,2010,1995,1988,,coastal,BE031E,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-375,,,,,,,,,,
TRUE,,TRUE,2136,,,031F,Yes,31,Hills Island,2013,2013,2011,1995,,coastal,BE031F,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-577,,,,,,,,,,
TRUE,,TRUE,8243,,,031G,Yes,31,Hills Island,2013,2013,2013,2012,,coastal,BE031G,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1641,,,032A,No,32,Eagle Point,2013,1982,1976,1973,,coastal,BE032A,9180,Hancock,C,ME,eastern white pine,42.4,5/24/1977,alive - top broken,dominant,,031A,ABNKC10010-082,32 (1974 - 1975); 32-1 (1976),,,,,,,,,
TRUE,,TRUE,1642,,,032B,No,32,Eagle Point,2013,1984,,1976,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE032B,9180,Hancock,C,ME,eastern white pine,76.7,5/24/1977,alive - top intact,supercanopy,,031B,ABNKC10010-083,32-2 (1976),,,,,,,,,
TRUE,,TRUE,1643,,,032C,No,32,Seal Point vicinity,2013,1987,1987,1977,,coastal,BE032C,9180,Hancock,C,ME,eastern white pine,76.2,5/31/1977,alive - top intact,supercanopy,,031C,ABNKC10010-084,,,,,,,,,,
TRUE,,TRUE,4672,,,032D,No,32,Partridge Cove upland,2013,1981,,1977,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE032D,9180,Hancock,C,ME,eastern white pine,91.4,5/31/1977,alive - top broken,supercanopy,,031D,ABNKC10010-085,,,,,,,,,,
TRUE,,TRUE,2137,,,032E,No,32,Stewart Island,2013,2005,2005,1996,,coastal,BE032E,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-578,,,,,,,,,,
TRUE,,TRUE,4543,,,032F,Yes,32,Stewart Island,2013,2013,2013,2006,,coastal,BE032F,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1646,,,033B,No,33,Butler Point,2013,1974,,1972,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE033B,9140,Hancock,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-087,,,,,,,,,,
TRUE,,TRUE,1649,,,033E,No,33,Egypt Bay shoreline,2013,1996,1994,1979,,coastal,BE033E,9170,Hancock,C,ME,eastern white pine,97.3,6/15/1980,alive - top intact,supercanopy,,,ABNKC10010-090,,,,,,,,,,
TRUE,,TRUE,1650,,,033G,No,33,Egypt Bay shoreline,2013,1991,1988,1984,,coastal,BE033G,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-091,,,,,,,,,,
TRUE,,TRUE,2138,,,033I,Yes,33,Butler Point,2013,2013,2011,1995,,coastal,BE033I,9140,Hancock,C,ME,northern red oak,,,alive - top intact,dominant,,,ABNKC10010-579,,,,,,,,,,
TRUE,,TRUE,1652,,,034A,No,34,Creasey Cove upland,2013,1982,1974,1966,,coastal,BE034A,9140,Hancock,C,ME,eastern white pine,,,dead - top intact,dominant,,,ABNKC10010-093,2A (1972 - 1973); 36 (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1653,,,034B,No,34,Hog Bay shoreline,2013,1974,,1968,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE034B,9140,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-094,2B (1972 - 1973); 35 (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1654,,,034C,No,34,Dwelly Point,2013,1980,,1967,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE034C,9140,Hancock,C,ME,eastern white pine,124.5,6/1/1977,alive - top intact,supercanopy,,,ABNKC10010-095,37 (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1655,,private,034D,Yes,34,Buckskin Island,2013,2013,2011,1966,,coastal,BE034D,9140,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-096,2 (1972 - 1973);,,,,,,,,,
TRUE,,TRUE,1656,,,034E,No,34,Taunton Bay shoreline,2013,1972,,1967,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE034E,9140,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-097,34 (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1657,,,035A,No,35,Ingalls Island,2013,1996,1989,1970,,coastal,BE035A,9270,Hancock,C,ME,eastern white pine,48.3,8/11/1977,dead - top intact,dominant,,,ABNKC10010-098,58 (1972 - 1973); 39 (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1658,,,035B,No,35,Crabtree Neck upland,2013,1967,1964,1964,,coastal,BE035B,9170,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-099,,HA-9 (< 1971),,,,,,,,
TRUE,,TRUE,2139,,,035C,No,35,Bean Island,2013,1999,1996,1995,,coastal,BE035C,9270,Hancock,C,ME,red spruce,,,alive - top broken,co-dominant,,,ABNKC10010-580,,,,,,,,,,
TRUE,,TRUE,2208,accessible inshore area but no documented problems,private,035D,Yes,35,Bean Island,2013,2013,2013,1997,,coastal,BE035D,9270,Hancock,C,ME,northern red oak,,,alive - top intact,dominant,,,ABNKC10010-649,,,,,,,,,,
TRUE,,TRUE,1659,,,036A,No,36,Clapham Brook upland,2013,1982,1977,1974,,coastal,BE036A,9300,Hancock,C,ME,eastern white pine,87.6,7/4/1978,alive - top intact,supercanopy,,,ABNKC10010-100,39A (1974 - 1976),,,,,,,,,
TRUE,,TRUE,1660,,,036B,No,36,Mill Brook upland,2013,1999,1995,1977,,coastal,BE036B,9300,Hancock,C,ME,eastern white pine,64,8/20/1979,alive - top broken,dominant,Nest tree leader is dead above nest level.,,ABNKC10010-101,,,,,,,,,,
TRUE,,TRUE,1661,,,036C,No,36,Clapham Brook upland,2013,1980,,1978,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE036C,9300,Hancock,C,ME,eastern white pine,50,8/20/1979,alive - top broken,dominant,,,ABNKC10010-102,,,,,,,,,,
TRUE,,TRUE,2140,,,036D,No,36,Sprucewood Point vicinity,2013,1998,1997,1996,,coastal,BE036D,9270,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-581,,,,,,,,,,
TRUE,,TRUE,2218,,,036E,No,36,Falls Point,2013,2005,1996,1997,,coastal,BE036E,9300,Hancock,C,ME,red spruce,,,alive - top broken,supercanopy,,,ABNKC10010-659,,,,,,,,,,
TRUE,,TRUE,2268,accessible inshore area but no documented problems,private,036F,Yes,36,Falls Point,2013,2013,2013,1998,,coastal,BE036F,9300,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-709,,,,,,,,,,
TRUE,,TRUE,1662,,,037A,No,37,Preble Island,2013,2000,1982,1966,,coastal,BE037A,9270,Hancock,C,ME,eastern white pine,68.6,8/10/1977,alive - top intact,dominant,,,ABNKC10010-103,8A (1972 - 1973); 40 (1974 - 1976),HA-16 (< 1971),,,,,,,,
TRUE,,TRUE,1663,,,037B,No,37,Preble Island,2013,1984,1973,1967,,coastal,BE037B,9270,Hancock,C,ME,eastern white pine,57.9,8/20/1979,alive - top intact,dominant,Nest tree leader is dead above nest level.,,ABNKC10010-104,8B (1973),HA-16A (< 1971),,,,,,,,
TRUE,,TRUE,1664,,,037C,Yes,37,Calf Island,2013,2013,1994,1968,,coastal,BE037C,9270,Hancock,C,ME,eastern white pine,61,8/1/1977,alive - top intact,dominant,,,ABNKC10010-105,8 (1972 - 1973); 41 (1974 - 1976),HA-21 (< 1971),,,,,,,,
TRUE,,TRUE,1665,,,037D,No,37,Calf Island,2013,,,1977,Nest and the nest tree were fallen when first discovered.,coastal,BE037D,9270,Hancock,C,ME,eastern white pine,59.4,8/20/1979,alive - top intact,dominant,,,ABNKC10010-106,,,,,,,,,,
TRUE,,TRUE,1666,,,037E,No,37,Treasure Island,2013,1984,1966,1966,,coastal,BE037E,9270,Hancock,C,ME,eastern white pine,71.4,8/21/1979,alive - top intact,dominant,,,ABNKC10010-107,,HA-17 (< 1971),,,,,,,,
TRUE,,TRUE,1667,,,037F,No,37,Treasure Island,2013,1992,,1968,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE037F,9270,Hancock,C,ME,eastern white pine,58.7,8/21/1979,alive - top intact,co-dominant,Nest tree leader is dead above nest level.,,ABNKC10010-108,,HA-17A (< 1971),,,,,,,,
TRUE,,TRUE,1668,,,037G,No,37,Waukeag Neck,2013,1987,,1978,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE037G,9270,Hancock,C,ME,eastern white pine,62.2,8/21/1979,alive - top broken,dominant,,,ABNKC10010-109,,,,,,,,,,
TRUE,,TRUE,2056,,,037H,No,37,Preble Island,2013,1999,1993,1993,,coastal,BE037H,9270,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-497,,,,,,,,,,
TRUE,,TRUE,2141,,,037I,No,37,Calf Island,2013,2000,2000,1995,,coastal,BE037I,9270,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-582,,,,,,,,,,
TRUE,,TRUE,4538,,,037J,Yes,37,Calf Island,2013,2013,2013,2001,,coastal,BE037J,9270,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,,,,,,,,,,,
TRUE,,TRUE,1669,,,038A,No,38,Hog Island,2013,1990,1973,1962,,coastal,BE038A,9150,Hancock,C,ME,eastern white pine,68.8,8/2/1978,alive - top intact,supercanopy,,,ABNKC10010-110,39A (1972 -1973); 42 (1974 - 1976),HA-2 (< 1971),,,,,,,,
TRUE,,TRUE,1670,,,038B,No,38,Hog Island,2013,1980,,1977,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE038B,9150,Hancock,C,ME,white spruce,35.6,8/10/1977,dead - top broken,dominant,,,ABNKC10010-111,,,,,,,,,,
TRUE,,TRUE,1671,,,038C,No,38,Hog Island,2013,1992,1992,1983,,coastal,BE038C,9150,Hancock,C,ME,eastern white pine,,,,,,,ABNKC10010-112,,,,,,,,,,
TRUE,,TRUE,2064,,,038D,No,38,Hog Island,2013,1993,1993,1993,,coastal,BE038D,9150,Hancock,C,ME,red spruce,,,alive - top broken,supercanopy,,,ABNKC10010-505,,,,,,,,,,
TRUE,,TRUE,2117,accessible inshore area but no documented problems,private,038E,Yes,38,Hog Island,2013,2013,2013,1994,,coastal,BE038E,9150,Hancock,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-558,,,,,,,,,,
TRUE,,TRUE,1672,,,039A,No,39,Stave Island,2013,1993,1973,1963,,coastal,BE039A,9150,Hancock,C,ME,northern red oak,51.6,8/7/1978,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-113,39 (1972 - 1973); 43 (1974 - 1976),HA-1A (< 1971),,,,,,,,
TRUE,,TRUE,1673,,,039B,Yes,39,Stave Island,2013,2013,2013,1962,,coastal,BE039B,9150,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-114,,HA-1 (< 1971),,,,,,,,
TRUE,,TRUE,1674,,,040A,No,40,Burnt Porcupine Island,2014,1979,1976,1976,,coastal,BE040A,9150,Hancock,C,ME,red spruce,33,8/7/1978,dead - top broken,co-dominant,,,ABNKC10010-115,43A (1976),,,,,,,,,
TRUE,,TRUE,1675,,,040B,No,40,Long Porcupine Island,2014,2002,1995,1977,,coastal,BE040B,9150,Hancock,C,ME,bigtooth aspen,53.4,5/28/1981,alive - top intact,dominant,Nest tree splits into two leades at 4 meters above ground level.,,ABNKC10010-116,,,,,,,,,,
TRUE,,TRUE,1676,,,040C,No,40,Long Porcupine Island,2014,1985,1985,1983,,coastal,BE040C,9150,Hancock,C,ME,bigtooth aspen,,,,dominant,,,ABNKC10010-117,,,,,,,,,,
TRUE,,TRUE,1677,yes:  potentially high-volume recreational use,NPS:  Acadia NP,040D,Yes,40,Long Porcupine Island,2014,2014,2014,1983,,coastal,BE040D,9150,Hancock,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-118,,,,,,,,,,
TRUE,,TRUE,1678,,,040E,No,40,Long Porcupine Island,2014,2006,2004,1986,,coastal,BE040E,9150,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-119,,,,,,,,,,
TRUE,,TRUE,4107,,,040F,No,40,Long Porcupine Island,2013,2005,,2005,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE040F,9150,Hancock,C,ME,red spruce,,,,,,,,,,,,,,,,,
TRUE,,TRUE,1679,,,041A,No,41,Bald Porcupine Island,2014,1985,1984,1969,,coastal,BE041A,9150,Hancock,C,ME,eastern white pine,70.4,,alive - top intact,dominant,,,ABNKC10010-120,7 (1972 - 1973); 44 (1974 - 1976),HA-19A (< 1971),,,,,,,,
TRUE,,TRUE,1680,,,041B,No,41,Bald Porcupine Island,2014,1970,1968,1966,,coastal,BE041B,9150,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-121,,HA-19 (< 1971),,,,,,,,
TRUE,,TRUE,1681,,,041C,No,41,Sheep Porcupine Island,2014,1989,1986,1985,,coastal,BE041C,9150,Hancock,C,ME,balsam fir,,,alive - top broken,co-dominant,,,ABNKC10010-122,,,,,,,,,,
TRUE,,TRUE,1941,yes:  potentially high-volume recreational use,NPS:  Acadia NP,041D,Yes,41,Sheep Porcupine Island,2014,2014,2014,1987,,coastal,BE041D,9150,Hancock,C,ME,northern red oak,,,alive - top intact,dominant,,,ABNKC10010-382,,,,,,,,,,
TRUE,,TRUE,1682,,,042A,No,42,Ironbound Island,2013,1996,1997,1977,,coastal,BE042A,9370,Hancock,C,ME,red spruce,48,,alive - top broken,dominant,One supporting limb beneath the nest arcs upward and creates a partial canopy.,,ABNKC10010-123,,,,,,,,,,
TRUE,,TRUE,1683,,,042B,No,42,Ironbound Island,2013,1986,,1967,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE042B,9370,Hancock,C,ME,eastern white pine,,,dead - top intact,supercanopy,,,ABNKC10010-124,,HA-20 (< 1971),,,,,,,,
TRUE,,TRUE,1684,,,042C,No,42,Ironbound Island,2013,1983,,1970,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE042C,9370,Hancock,C,ME,eastern white pine,,,dead - top intact,dominant,,,ABNKC10010-125,,HA-20A (< 1971),,,,,,,,
TRUE,,TRUE,2295,,,042D,Yes,42,Ironbound Island,2013,2013,2013,1999,,coastal,BE042D,9370,Hancock,C,ME,eastern white pine,,,alive - top intact,co-dominant,,,ABNKC10010-736,,,,,,,,,,
TRUE,,TRUE,1685,,,043A,No,43,Schoodic Island,2013,1983,1983,1966,,coastal,BE043A,9370,Hancock,C,ME,red spruce,46.3,9/5/1980,alive - top broken,dominant,Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-126,5A (1972 - 1973); 45-1 (1974 - 1976),HA-13 (< 1971),,,,,,,,
TRUE,,TRUE,1686,,,043B,No,43,Schoodic Island,2013,1976,1968,1965,,coastal,BE043B,9370,Hancock,C,ME,red spruce,44.6,9/5/1980,alive - top broken,dominant,Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-127,5 (1972 - 1973); 45-2 (1974 - 1976),HA-10 (< 1971),,,,,,,,
TRUE,,TRUE,1687,,,043C,No,43,Schoodic Island,2013,1992,1978,1976,,coastal,BE043C,9370,Hancock,C,ME,pitch pine,41.4,9/5/1980,alive - top intact,dominant,,,ABNKC10010-128,45-3 (1976),,,,,,,,,
TRUE,,TRUE,1688,,,043D,No,43,Schoodic Island,2013,1985,1985,1981,,coastal,BE043D,9370,Hancock,C,ME,red spruce,34.1,9/5/1980,alive - top broken,dominant,,,ABNKC10010-129,,,,,,,,,,
TRUE,,TRUE,1689,,,043E,No,43,Schoodic Island,2013,1995,1995,1986,,coastal,BE043E,9370,Hancock,C,ME,red spruce,,,dead - top intact,dominant,Nest tree leader is dead above nest level.,,ABNKC10010-130,,,,,,,,,,
TRUE,,TRUE,2142,,,043F,No,43,Schoodic Island,2013,1996,1996,1996,,coastal,BE043F,9370,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-583,,,,,,,,,,
TRUE,,TRUE,2226,,,043G,No,43,Schoodic Island,2013,2000,2001,1997,,coastal,BE043G,9370,Hancock,C,ME,red spruce,,,,,,,ABNKC10010-667,,,,,,,,,,
TRUE,,TRUE,5000,,,043H,No,43,Schoodic Island,2013,2006,2006,2002,,coastal,BE043H,9370,Hancock,C,ME,red spruce,,,,,,,,,,,,,,,,,
TRUE,,TRUE,4999,,,043I,No,43,Schoodic Island,2013,2011,2011,2007,,coastal,BE043I,9370,Hancock,C,ME,red spruce,,,alive - top broken,dominant,,,,,,,,,,,,,
TRUE,,FALSE,8105,,NPS:  Acadia NP,043J,Yes,43,Schoodic Island,2013,2013,2013,2013,,coastal,BE043J,9370,Hancock,C,ME,red spruce,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1690,,,044A,Yes,44,Dyer Neck,2013,2013,2013,1977,,coastal,BE044A,29400,Washington,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-131,,,,,,,,,,
TRUE,,TRUE,1691,,,044B,No,44,Dyer Neck,2013,2000,1990,1962,,coastal,BE044B,29400,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,ABNKC10010-132,19 (1972 - 1973); 46 (1974 - 1976),WA-1 (< 1971),,,,,,,,
TRUE,,TRUE,2103,,,044C,No,44,Dyer Neck,2013,2000,,1995,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE044C,29400,Washington,C,ME,eastern white pine,,,alive - top intact,,,,ABNKC10010-544,,,,,,,,,,
TRUE,,TRUE,1692,,,045A,No,45,Steuben heath vicinity,2013,2002,2002,1975,,coastal,BE045A,29400,Washington,C,ME,eastern white pine,,,alive - top intact,supercanopy,,,ABNKC10010-133,,,,,,,,,,
TRUE,,TRUE,4122,,,045B,Yes,45,Parritt Point,2013,2013,2013,2005,,coastal,BE045B,29400,Washington,C,ME,eastern white pine,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1693,,,046A,No,46,Middle Douglas Island,2013,1976,1976,1976,,coastal,BE046A,29310,Washington,C,ME,red spruce,46.1,8/10/1978,alive - top intact,dominant,,,ABNKC10010-134,,,,,,,,,,
TRUE,,TRUE,1694,,,046B,No,46,Middle Douglas Island,2013,1983,1977,1977,,coastal,BE046B,29310,Washington,C,ME,red spruce,18.5,7/28/1977,dead - top broken,suppressed,,,ABNKC10010-135,,,,,,,,,,
TRUE,,TRUE,1695,,,046C,No,46,Middle Douglas Island,2013,1988,1988,1978,,coastal,BE046C,29310,Washington,C,ME,red spruce,66.6,8/10/1978,alive - top intact,dominant,,,ABNKC10010-136,,,,,,,,,,
TRUE,,TRUE,1955,,,046D,No,46,West Douglas Island,2013,2002,2002,1989,,coastal,BE046D,29310,Washington,C,ME,red spruce,,,alive - top broken,dominant,,,ABNKC10010-396,,,,,,,,,,
TRUE,,TRUE,4132,,,046E,No,46,Middle Douglas Island,2013,2004,2004,2004,,coastal,BE046E,29310,Washington,C,ME,red spruce,,,,,,,,,,,,,,,,,
TRUE,,TRUE,4131,,private,046F,Yes,46,Middle Douglas Island,2014,2014,2014,2005,,coastal,BE046F,29310,Washington,C,ME,red spruce,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1696,,TNC,047A,Yes,47,Shipstern Island,2013,2013,2013,1968,,coastal,BE047A,29230,Washington,C,ME,yellow birch,43.2,8/16/1977,alive - top intact,dominant,,,ABNKC10010-137,31 (1972 - 1973); 47 (1974 - 1976),WA-25 (< 1971),,,,,,,,
TRUE,,TRUE,1697,,,047B,No,47,Flint Island,2013,1982,1982,1976,,coastal,BE047B,29230,Washington,C,ME,red spruce,49.5,8/16/1977,alive - top broken,dominant,,,ABNKC10010-138,,,,,,,,,,
TRUE,,TRUE,1698,,,047C,No,47,Shipstern Island,2013,1983,1983,1980,,coastal,BE047C,29230,Washington,C,ME,red spruce,44.5,6/22/1979,dead - top broken,dominant,,,ABNKC10010-139,,,,,,,,,,
TRUE,,TRUE,1699,,,047D,No,47,Shipstern Island,2013,1992,1992,1984,,coastal,BE047D,29230,Washington,C,ME,balsam fir,,,alive - top broken,co-dominant,,,ABNKC10010-140,,,,,,,,,,
TRUE,,TRUE,1700,,,048A,No,48,Otter Island,2013,1973,1973,1970,,coastal,BE048A,29230,Washington,C,ME,red spruce,,,,,,,ABNKC10010-141,32 (1972 - 1973),,,,,,,,,
TRUE,,TRUE,1701,,,048B,No,48,Strout Island,2013,1980,1979,1974,,coastal,BE048B,29230,Washington,C,ME,red spruce,40.6,8/16/1977,alive - top broken,dominant,,,ABNKC10010-142,,,,,,,,,,
TRUE,,TRUE,1703,,,048D,No,48,Foster Island - southern shoreline,2013,1980,,1968,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE048D,29230,Washington,C,ME,red spruce,46.6,9/4/1980,alive - top broken,dominant,,,ABNKC10010-144,,WA-24A (< 1971),,,,,,,,
TRUE,,TRUE,1704,,,048E,No,48,Strout Island,2013,1995,1995,1981,,coastal,BE048E,29230,Washington,C,ME,red spruce,,,alive - top broken,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-145,,,,,,,,,,
TRUE,,TRUE,2143,,,048F,Yes,48,Strout Island,2013,2013,2010,1996,,coastal,BE048F,29230,Washington,C,ME,red spruce,,,alive - top intact,dominant,Nest tree leader is dead above nest level.,,ABNKC10010-584,,,,,,,,,,
TRUE,,TRUE,5830,,,048G,No,48,Strout Island,2013,2011,2011,2011,,coastal,BE048G,29230,Washington,C,ME,red spruce,,,dead - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,8106,,private,048H,Yes,48,Strout Island,2013,2013,2013,2013,,coastal,BE048H,29230,Washington,C,ME,red spruce,,,alive - top intact,dominant,,,,,,,,,,,,,
TRUE,,TRUE,1705,,,049A,No,49,Upper Birch Island,2013,1983,1983,1974,,coastal,BE049A,29010,Washington,C,ME,red spruce,58.7,8/16/1977,alive - top broken,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,,ABNKC10010-146,,,,,,,,,,
TRUE,,TRUE,1706,,,049B,No,49,Lower Birch Island,2013,1983,,1979,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,BE049B,29010,Washington,C,ME,red spruce,49.9,9/4/1980,alive - top broken,dominant,,,ABNKC10010-147,,,,,,,,,,
