"","dates.QC","Field1","Plot.QA.QC","ObsID","SignProtection.","Landowner","PK_NestSite","IntactDuringLastYearObs.","FK_NestArea","NestSiteName","YearLastMonitored","YearLastNestIntact","YearLastEagleOccupancy","YearFirstMonitored","HistoryComments","LandscapeHabitat","EH","FK_Geocode","County","IFWRegion","State.Province","Species","DBH","DateSiteEvaluation","TreeCondition","NestTreeStandProminence","NestTreeComments","Former.MDIFW.nest..","EO.Code....","Former.USFWS.nest..","Former.NAS.nest..","Comments.nest...change","Former.USFWS.nest..1","Former.NAS.nest..1","Comments.nest...change1","Former.USFWS.nest..11","Former.NAS.nest..11","Comments.nest...change11","Edits.","nest_id","OBJECTID","PointID","Accuracy","Type","ObsID_1","EO_ID","Year","Month","Day","TimeStart","TimeEnd","UseID","ExtDB","ExtDBID","ExtJoinFie","ExtJoinVal","POINT_X","POINT_Y"
"43",TRUE,NA,TRUE,1594,"","","010B","No",10,"Bald Head",2013,1968,1965,1962,"","coastal","BE010B",23040,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-035","","SA-5 (< 1971)","",NA,NA,NA,NA,NA,NA,"","010B",2954,"Point_1594",12,"Animal Location",1594,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","010B",431326,4871020
"44",TRUE,NA,TRUE,1950,"","","010E","Yes",10,"Bald Head",2013,2013,2013,1989,"","coastal","BE010E",23040,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-391","","","",NA,NA,NA,NA,NA,NA,"","010E",2955,"Point_1950",12,"Animal Location",1950,1194,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","010E",431311,4870970
"45",TRUE,NA,TRUE,1597,"","","011A","No",11,"Crawford Island",2013,1999,1996,1966,"","coastal","BE011A",23020,"Sagadahoc","A","ME","eastern white pine",64.8,"6/14/1977","alive - top intact","dominant","","","ABNKC10010-031","15A (1972 - 1973); 14 (1974 - 1976)","SA-16 (< 1971)","",NA,NA,NA,NA,NA,NA,"","011A",2797,"Point_1597",12,"Animal Location",1597,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","011A",433322.093682,4866804.14097
"46",TRUE,NA,TRUE,1590,"","","011D","No",11,"Crawford Island",2013,1983,NA,1980,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE011D",23020,"Sagadahoc","A","ME","eastern white pine",NA,"","alive - top broken","dominant","","","ABNKC10010-038","","","",NA,NA,NA,NA,NA,NA,"","011D",2798,"Point_1590",12,"Animal Location",1590,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","011D",433355,4866870
"47",TRUE,NA,TRUE,1565,"","","011E","No",11,"Thorne Island",2013,1990,1990,1990,"","coastal","BE011E",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","dead - top intact","dominant","","","ABNKC10010-006","","","",NA,NA,NA,NA,NA,NA,"","011E",2804,"Point_1565",12,"Animal Location",1565,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","011E",434042,4867290
"48",TRUE,NA,TRUE,3873,"","","011F","No",11,"Thorne Island",2013,1995,1993,1992,"","coastal","BE011F",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-465","","","",NA,NA,NA,NA,NA,NA,"","011F",2805,"Point_3872",12,"Animal Location",3873,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","011F",434089.29691,4867423.32705
"49",TRUE,NA,TRUE,2100,"","","011G","No",11,"Thorne Island",2013,2007,2007,1994,"","coastal","BE011G",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-541","","","",NA,NA,NA,NA,NA,NA,"","011G",2802,"Point_2100",12,"Animal Location",2100,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","011G",434031,4867560
"50",TRUE,NA,TRUE,2312,"","","011H","Yes",11,"Little Lines Island",2013,2013,2008,2000,"","coastal","BE011H",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-753","","","",NA,NA,NA,NA,NA,NA,"","011H",2801,"Point_2312",12,"Animal Location",2312,3811,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","011H",433819,4867610
"51",TRUE,NA,TRUE,2024,"","","011I","Yes",11,"Thorne Island",2013,2013,2013,2003,"","coastal","BE011I",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","011I",2803,"Point_2024",12,"Animal Location",2024,464,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","011I",434039,4867420
"52",TRUE,NA,FALSE,1598,"","","012A","No",12,"Middle Road shoreline",2013,1980,1976,1972,"","coastal","BE012A",23100,"Sagadahoc","B","ME","northern red oak",48.3,"4/11/1980","alive - top intact","dominant","","","ABNKC10010-039","66A (1972 - 1973); 15 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","012A",2794,"Point_1598",12,"Animal Location",1598,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","012A",437276,4867320
"53",TRUE,NA,TRUE,1599,"","","012B","No",12,"Loon Lane vicinity shoreline",2013,1975,1968,1968,"","coastal","BE012B",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-040","66 (1972 - 1973); 16 (1974 - 1976)","SA-17 (< 1971)","",NA,NA,NA,NA,NA,NA,"","012B",2795,"Point_1599",12,"Animal Location",1599,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","012B",438546,4866650
"54",TRUE,NA,TRUE,1602,"","","013C","No",13,"Hockomock Point vicinity",2013,1998,1997,1978,"","coastal","BE013C",23100,"Sagadahoc","B","ME","eastern white pine",58.7,"7/18/1978","alive - top intact","supercanopy","","","ABNKC10010-043","","","",NA,NA,NA,NA,NA,NA,"","013C",2791,"Point_1602",12,"Animal Location",1602,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","013C",439217,4860990
"55",TRUE,NA,TRUE,1603,"","","013D","No",13,"Lower Hell Gate vicinity",2013,1964,1964,1962,"","coastal","BE013D",23010,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-044","","SA-6 (< 1971)","",NA,NA,NA,NA,NA,NA,"","013D",2789,"Point_1603",12,"Animal Location",1603,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","013D",437853,4860460
"56",TRUE,NA,TRUE,1992,"","","013E","No",13,"Hockomock Point vicinity",2013,1991,1995,1990,"","coastal","BE013E",23100,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-433","","","",NA,NA,NA,NA,NA,NA,"","013E",2790,"Point_1992",12,"Animal Location",1992,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","013E",439135.851155,4861060.58317
"57",TRUE,NA,TRUE,3865,"","","013F","No",13,"Flying Point",2013,2009,2005,2002,"","coastal","BE013F",23050,"Sagadahoc","B","ME","eastern white pine",NA,"","alive - top broken","supercanopy","","","","","","",NA,NA,NA,NA,NA,NA,"","013F",2781,"Point_3864",12,"Animal Location",3865,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","013F",439327.505089,4859026.33523
"58",TRUE,NA,TRUE,3866,"","","013G","Yes",13,"Tyler Islands",2013,2013,2013,2007,"","coastal","BE013G",15170,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","013G",2782,"Point_3865",10,"Animal Location",3866,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","013G",441020.887155,4859284.62525
"59",TRUE,NA,TRUE,1927,"","","014A","No",14,"Damariscotta Mills vicinity",2014,1978,1974,1972,"","interior","BE014A",15110,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-368","88 (1972 - 1973); 19 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","014A",3987,"Point_1927",12,"Animal Location",1927,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","014A",457419,4878920
"60",TRUE,NA,TRUE,1928,"","","014B","No",14,"Damariscotta Mills vicinity",2014,2007,2007,1974,"","interior","BE014B",15110,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-369","19A (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","014B",3984,"Point_1928",12,"Animal Location",1928,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","014B",457133.864451,4878832.0201
"61",TRUE,NA,TRUE,1929,"","","014C","No",14,"Damariscotta Mills vicinity",2014,1981,1979,1977,"","interior","BE014C",15110,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-370","","","",NA,NA,NA,NA,NA,NA,"","014C",3985,"Point_1929",12,"Animal Location",1929,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","014C",457350,4878860
"62",TRUE,NA,TRUE,4752,"","","014D","No",14,"Damariscotta Mills vicinity",2014,2005,2005,1992,"","interior","BE014D",15110,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","","","","ABNKC10010-466","","","",NA,NA,NA,NA,NA,NA,"","014D",3988,"Point_4482",12.5,"Animal Location",4752,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","014D",457466.15681,4878947.8294
"63",TRUE,NA,TRUE,2025,"","","014E","Yes",14,"Damariscotta Mills vicinity",2014,2014,2013,2008,"","interior","BE014E",15110,"Lincoln","B","ME","eastern white pine",NA,"","alive - top intact","","","","","","","",NA,NA,NA,NA,NA,NA,"","014E",3986,"Point_2025",12,"Animal Location",2025,3229,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","014E",457451.6,4878902.863
"64",TRUE,NA,TRUE,1604,"","","015A","No",15,"Folly Pond vicinity",2013,1983,1966,1966,"","coastal","BE015A",13160,"Knox","B","ME","eastern white pine",NA,"","dead - top broken","dominant","","","ABNKC10010-045","86 (1973); 20 (1974 - 1976)","KN-6 (< 1971)","",NA,NA,NA,NA,NA,NA,"","015A",3962,"Point_1604",12,"Animal Location",1604,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","015A",511626.351917,4880321.44654
"65",TRUE,NA,TRUE,1930,"","","016A","No",16,"Mark Island",2013,1984,1983,1977,"","coastal","BE016A",13080,"Knox","B","ME","yellow birch",NA,"","alive - top intact","dominant","","","ABNKC10010-371","","","",NA,NA,NA,NA,NA,NA,"","016A",4306,"Point_1930",12,"Animal Location",1930,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016A",501482.876602,4891045.13788
"66",TRUE,NA,TRUE,1931,"","","016B","No",16,"Mark Island",2013,2000,1991,1982,"","coastal","BE016B",13080,"Knox","B","ME","red spruce",NA,"","alive - top broken","dominant","","","ABNKC10010-372","","","",NA,NA,NA,NA,NA,NA,"","016B",4307,"Point_1931",12,"Animal Location",1931,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016B",501291,4891010
"67",TRUE,NA,TRUE,2026,"","","016C","No",16,"Mark Island",2013,2002,1999,1992,"","coastal","BE016C",13080,"Knox","B","ME","yellow birch",NA,"","alive - top intact","dominant","","","ABNKC10010-467","","","",NA,NA,NA,NA,NA,NA,"","016C",4305,"Point_2026",12,"Animal Location",2026,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016C",501481,4891140
"68",TRUE,NA,TRUE,2321,"","","016D","No",16,"Mark Island",2013,2004,2003,2000,"","coastal","BE016D",13080,"Knox","B","ME","yellow birch",NA,"","alive - top intact","dominant","","","ABNKC10010-762","","","",NA,NA,NA,NA,NA,NA,"","016D",4308,"Point_2321",12,"Animal Location",2321,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016D",501440.831616,4891072.15529
"69",TRUE,NA,TRUE,4935,"","","016E","No",16,"Mark Island",2013,2006,2006,2004,"","coastal","BE016E",13080,"Knox","B","ME","red spruce",NA,"","dead - top broken","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","016E",4309,"Point_4691",12.5,"Animal Location",4935,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016E",501348.338,4891009.338
"70",TRUE,NA,TRUE,4936,"","","016F","No",16,"Mark Island",2013,2008,2007,2007,"","coastal","BE016F",13080,"Knox","B","ME","yellow birch",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","016F",4310,"Point_4692",4,"Animal Location",4936,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","016F",501361.273,4891003.546
"71",TRUE,NA,TRUE,4934,"remote setting:  minimal threat","TNC","016G","Yes",16,"Mark Island",2013,2013,2013,2007,"","coastal","BE016G",13080,"Knox","B","ME","yellow birch",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","016G",4304,"Point_4690",10,"Animal Location",4934,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","016G",501534.720886,4891356.61491
"72",TRUE,NA,TRUE,1605,"","","017A","No",17,"Burnt Island",2013,1989,1989,1970,"","coastal","BE017A",13080,"Knox","B","ME","northern red oak",49,"6/14/1979","alive - top intact","dominant","Bole divides into 4 leaders at ground level:  other stems are 58.9 cm, 54.9 cm, and 58.9 cm DBH.","","ABNKC10010-046","62 (1972 - 1973); 21 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","017A",3924,"Point_1605",12,"Animal Location",1605,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","017A",514740.479114,4892730.15135
"73",TRUE,NA,TRUE,1606,"","","017B","No",17,"Burnt Island",2013,1959,1959,1962,"","coastal","BE017B",13080,"Knox","B","ME","red spruce",NA,"","","","","","ABNKC10010-047","","","",NA,NA,NA,NA,NA,NA,"","017B",3923,"Point_1606",12,"Animal Location",1606,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","017B",514737,4892800
"74",TRUE,NA,TRUE,1566,"","","017C","No",17,"Sheep Island",2013,1995,1996,1990,"","coastal","BE017C",13080,"Knox","B","ME","red spruce",NA,"","","","","","ABNKC10010-007","","","",NA,NA,NA,NA,NA,NA,"","017C",3927,"Point_1566",12,"Animal Location",1566,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","017C",516539,4891970
"75",TRUE,NA,TRUE,2230,"","","017D","No",17,"Sheep Island",2013,1998,1998,1997,"","coastal","BE017D",13080,"Knox","B","ME","red spruce",NA,"","","","","","ABNKC10010-671","","","",NA,NA,NA,NA,NA,NA,"","017D",3926,"Point_2230",12,"Animal Location",2230,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","017D",516314,4892050
"76",TRUE,NA,TRUE,2278,"","","017E","Yes",17,"Sheep Island",2013,2013,2010,1999,"","coastal","BE017E",13080,"Knox","B","ME","red spruce",NA,"","","","","","ABNKC10010-719","","","",NA,NA,NA,NA,NA,NA,"","017E",3925,"Point_2278",12,"Animal Location",2278,1549,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","017E",516334.268004,4892022.34569
"77",TRUE,NA,TRUE,5725,"","IFW","017F","Yes",17,"Sheep Island",2013,2013,2013,2011,"","coastal","BE017F",13080,"Knox","B","ME","northern red oak",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","017F",5316,"Point_5630",12.5,"Animal Location",5725,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","017F",516454.539452,4891970.26509
"78",TRUE,NA,TRUE,1607,"","","020A","No",20,"Mills Point",2013,1978,1974,1963,"","coastal","BE020A",9060,"Hancock","C","ME","eastern white pine",67.8,"6/16/1977","alive - top broken","dominant","","","ABNKC10010-048","1 (1972 - 1973); 23 (1974 - 1976)","HA-5 (< 1971)","",NA,NA,NA,NA,NA,NA,"","020A",4248,"Point_1607",12,"Animal Location",1607,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","020A",520456,4918850
"79",TRUE,NA,TRUE,1608,"","","020B","No",20,"Sam's Island",2013,2005,2003,1970,"","coastal","BE020B",9250,"Hancock","C","ME","red spruce",33.9,"8/7/1979","alive - top intact","dominant","","","ABNKC10010-049","","","",NA,NA,NA,NA,NA,NA,"","020B",4250,"Point_1608",12,"Animal Location",1608,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","020B",521195,4919550
"80",TRUE,NA,TRUE,1609,"","","020C","No",20,"Mills Point",2013,1970,1967,1967,"","coastal","BE020C",9060,"Hancock","C","ME","eastern white pine",56.9,"8/7/1979","alive - top broken","dominant","","","ABNKC10010-050","","HA-5A (< 1971)","",NA,NA,NA,NA,NA,NA,"","020C",4247,"Point_1609",12,"Animal Location",1609,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","020C",520270,4918970
"81",TRUE,NA,TRUE,1610,"","","020D","No",20,"Sam's Island",2013,1989,1989,1983,"","coastal","BE020D",9250,"Hancock","C","ME","northern red oak",NA,"","alive - top intact","dominant","","","ABNKC10010-051","","","",NA,NA,NA,NA,NA,NA,"","020D",4249,"Point_1610",12,"Animal Location",1610,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","020D",521212.154244,4919495.85093
"82",TRUE,NA,TRUE,4892,"","","020E","Yes",20,"Mills Point",2013,2013,2013,2001,"","coastal","BE020E",9060,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","","","","",NA,NA,NA,NA,NA,NA,"","020E",4251,"Point_4648",12.5,"Animal Location",4892,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","020E",520460,4918770
"83",TRUE,NA,TRUE,1612,"","","021B","No",21,"Bear Head vicinity",2013,1998,1997,1973,"","coastal","BE021B",9060,"Hancock","C","ME","eastern white pine",66,"6/16/1977","alive - top intact","dominant","","","ABNKC10010-053","59 (1973); 24 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","021B",4252,"Point_1612",12,"Animal Location",1612,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","021B",525042.401121,4915124.99121
"84",TRUE,NA,TRUE,1613,"","","021C","No",21,"Ram Island",2013,1981,NA,1974,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE021C",9060,"Hancock","C","ME","northern red oak",46.7,"6/20/1977","alive - top intact","co-dominant","","","ABNKC10010-054","24A (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","021C",4253,"Point_1613",12,"Animal Location",1613,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","021C",525356,4914840
"85",TRUE,NA,TRUE,1983,"","","021D","Yes",21,"Ram Island",2013,2013,2011,1990,"","coastal","BE021D",9060,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-424","","","",NA,NA,NA,NA,NA,NA,"","021D",4254,"Point_1983",12,"Animal Location",1983,4619,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","021D",525340,4914850
"86",TRUE,NA,TRUE,8103,"highly conspicuous nest on islet","private","021E","Yes",21,"Ram Island",2013,2013,2013,2013,"","coastal","BE021E",9060,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","021E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",TRUE,NA,TRUE,1616,"highly conspicuous nest on islet + nearby boat launch","","022A","Yes",22,"Carleton Island vicinity islet",2013,2013,2013,1978,"","coastal","BE022A",9040,"Hancock","C","ME","eastern white pine",49.8,"8/17/1979","alive - top intact","dominant","","","ABNKC10010-057","","","",NA,NA,NA,NA,NA,NA,"","022A",3887,"Point_1616",12,"Animal Location",1616,7487,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","022A",533612.221705,4910704.17127
"88",TRUE,NA,TRUE,2135,"","","023C","No",23,"Crow Island",2013,2000,2000,1995,"","coastal","BE023C",9190,"Hancock","C","ME","red spruce",NA,"","dead - top broken","dominant","","","ABNKC10010-576","","","",NA,NA,NA,NA,NA,NA,"","023C",4363,"Point_2135",12,"Animal Location",2135,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","023C",551229.221227,4886878.41658
"89",TRUE,NA,TRUE,4976,"","","023G","Yes",23,"Crow Island",2013,2013,2013,2009,"","coastal","BE023G",9190,"Hancock","C","ME","red spruce",NA,"","alive - top intact","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","023G",4364,"Point_4730",8.5,"Animal Location",4976,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","023G",551241.962154,4886921.22028
"90",TRUE,NA,TRUE,8104,"","","023H","Yes",23,"Crow Island",2013,2013,NA,2013,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE023H",9190,"Hancock","C","ME","red spruce",NA,"","alive - top broken","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","023H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",TRUE,NA,TRUE,1619,"","","024A","No",24,"Placentia Island",2013,2006,2006,1964,"","coastal","BE024A",9190,"Hancock","C","ME","white spruce",60.5,"8/11/1978","alive - top intact","dominant","Nest tree leader was alive when first used, but it died during the years of eagle nesting activity.","","ABNKC10010-060","3 (1972 - 1973); 27 (1974 - 1976)","HA-6A (< 1971)","",NA,NA,NA,NA,NA,NA,"","024A",4372,"Point_1619",12,"Animal Location",1619,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","024A",550296.180111,4892232.13259
"92",TRUE,NA,TRUE,1621,"","","024C","No",24,"Placentia Island",2013,1963,1963,1962,"","coastal","BE024C",9190,"Hancock","C","ME","red spruce",50.8,"8/11/1978","alive - top broken","dominant","Nest tree leader was alive when first used, but it died during the years of eagle nesting activity.","","ABNKC10010-062","","HA-6 (< 1971)","",NA,NA,NA,NA,NA,NA,"","024C",4371,"Point_1621",12,"Animal Location",1621,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","024C",550093.322284,4892239.64936
"93",TRUE,NA,TRUE,4974,"","","024D","Yes",24,"Placentia Island",2013,2013,2013,2007,"","coastal","BE024D",9190,"Hancock","C","ME","red spruce",NA,"","","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","024D",4374,"Point_4733",10,"Animal Location",4974,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","024D",550272.061124,4892253.57386
"94",TRUE,NA,TRUE,1622,"","","025A","No",25,"Bass Harbor Marsh upland",2013,1983,1965,1962,"","coastal","BE025A",9330,"Hancock","C","ME","eastern white pine",73.2,"8/2/1977","alive - top intact","dominant","","","ABNKC10010-063","91A (1972 - 1973); 28 (1974 - 1976)","HA-3 (< 1971)","",NA,NA,NA,NA,NA,NA,"","025A",4423,"Point_1622",12,"Animal Location",1622,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","025A",551647.367014,4901262.12961
"95",TRUE,NA,TRUE,1623,"","","025B","No",25,"Bass Harbor Marsh",2013,1983,NA,1977,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","BE025B",9330,"Hancock","C","ME","eastern white pine",71.4,"8/2/1977","alive - top intact","dominant","Nest tree leader is dead above nest level.","","ABNKC10010-064","","","",NA,NA,NA,NA,NA,NA,"","025B",4424,"Point_1623",12,"Animal Location",1623,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","025B",552239.874425,4900845.80436
"96",TRUE,NA,TRUE,1624,"","","025C","No",25,"Buttermilk Brook upland",2013,1986,1980,1977,"","coastal","BE025C",9280,"Hancock","C","ME","eastern white pine",73.3,"7/26/1977","alive - top intact","dominant","Nest tree leader is dead above nest level.","","ABNKC10010-065","","","",NA,NA,NA,NA,NA,NA,"","025C",4422,"Point_1624",12,"Animal Location",1624,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","025C",552056,4902480
"97",TRUE,NA,TRUE,1625,"","","026A","No",26,"Bar Island",2013,1993,1979,1969,"","coastal","BE026A",9210,"Hancock","C","ME","eastern white pine",53.3,"8/11/1977","alive - top broken","dominant","","","ABNKC10010-066","34 (1972 - 1973); 29 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","026A",3882,"Point_1625",12,"Animal Location",1625,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","026A",553890.489008,4911675.17387
"98",FALSE,NA,TRUE,1626,"","","026B","No",26,"Little Round Pond shoreline",2013,1986,1977,1972,"","interior","BE026B",9210,"Hancock","C","ME","eastern white pine",94.7,"8/3/1977","alive - top intact","supercanopy","","","ABNKC10010-067","34A (1972 - 1973); 30 (1974 - 1976)","","",NA,NA,NA,NA,NA,NA,"","026B",3879,"Point_1626",12,"Animal Location",1626,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","026B",550497.481366,4912799.19981
"99",TRUE,NA,TRUE,1627,"","","026C","No",26,"Somes Pond shoreline - Oak Hill vicinity",2013,1996,1991,1978,"","interior","BE026C",9210,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","supercanopy","","","ABNKC10010-068","","","",NA,NA,NA,NA,NA,NA,"","026C",3881,"Point_1627",12,"Animal Location",1627,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","026C",551555,4912160
"100",TRUE,NA,TRUE,1628,"","","026D","No",26,"Somes Pond inlet vicinity",2013,1970,1966,1966,"","interior","BE026D",9210,"Hancock","C","ME","eastern white pine",90.6,"5/9/1980","alive - top intact","supercanopy","","","ABNKC10010-069","","HA-15 (< 1971)","",NA,NA,NA,NA,NA,NA,"","026D",3880,"Point_1628",12,"Animal Location",1628,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","026D",551701.473578,4913488.70198
"101",TRUE,NA,TRUE,2027,"","","026E","No",26,"Bar Island",2013,2009,2009,1992,"","coastal","BE026E",9210,"Hancock","C","ME","eastern white pine",NA,"","alive - top intact","dominant","","","ABNKC10010-468","","","",NA,NA,NA,NA,NA,NA,"","026E",3883,"Point_2027",12,"Animal Location",2027,-1,0,0,0,NA,NA,"IO",-1,5,"[NestSites].[PK_Nest]","026E",554009.551926,4911604.01984
"102",TRUE,NA,TRUE,5833,"yes:  potentially high-volume recreational use","Acadia NP","026F","Yes",26,"Bar Island",2013,2013,2013,2011,"","coastal","BE026F",9210,"Hancock","C","ME","eastern white pine",NA,"","alive - top broken","dominant","","","","","","",NA,NA,NA,NA,NA,NA,"","026F",5377,"Point_5692",12.5,"Animal Location",5833,0,0,0,0,NA,NA,"ER",-1,5,"[NestSites].[PK_Nest]","026F",553946.802703,4911617.15587
